Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2010",,,,,,,,,,,
State,City,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1
,South Carthage,7,0,0,0,7,40,9,31,0,0
,South Fulton,14,0,1,2,11,79,25,49,5,0
,South Pittsburg,16,0,0,2,14,72,10,58,4,0
,Sparta,18,0,1,5,12,384,114,254,16,2
,Spencer,1,0,0,0,1,25,10,14,1,0
,Spring City,4,0,0,0,4,41,6,35,0,0
,Springfield,208,1,22,40,145,606,88,485,33,8
,Spring Hill,39,0,5,2,32,406,73,328,5,0
,St. Joseph,0,0,0,0,0,17,2,13,2,1
,Surgoinsville,1,0,0,0,1,16,3,12,1,0
,Sweetwater,34,0,1,7,26,291,80,192,19,0
,Tazewell,15,0,0,6,9,145,36,100,9,0
,Tellico Plains,2,0,0,0,2,24,7,17,0,0
,Tiptonville,5,0,0,0,5,24,9,15,0,0
,Toone,3,0,1,0,2,6,3,3,0,0
,Townsend,4,0,1,0,3,12,4,6,2,0
,Tracy City,16,0,0,3,13,47,20,26,1,0
,Trenton,54,0,0,2,52,250,36,208,6,3
,Trezevant,4,0,0,0,4,19,9,9,1,0
,Trimble,1,0,0,0,1,5,3,2,0,0
,Troy,0,0,0,0,0,32,5,26,1,0
,Tullahoma,127,3,2,20,102,784,181,582,21,3
,Tusculum,1,0,0,1,0,19,2,16,1,0
,Union City,60,0,2,9,49,606,125,464,17,7
,Vonore,10,0,0,2,8,83,14,66,3,0
,Wartburg,1,0,0,0,1,17,4,13,0,0
,Wartrace,1,0,0,0,1,2,0,2,0,0
,Watauga,0,0,0,0,0,1,0,1,0,0
,Watertown,4,0,1,0,3,30,10,19,1,1
,Waverly,2,0,0,0,2,73,14,57,2,0
,Waynesboro,4,0,0,0,4,28,11,16,1,0
,Westmoreland,5,0,1,1,3,40,5,31,4,0
,White Bluff,12,0,1,3,8,41,5,34,2,0
,White House,18,0,1,3,14,186,23,152,11,1
,White Pine,9,1,0,2,6,125,20,101,4,0
,Whiteville,11,0,0,1,10,65,18,44,3,0
,Whitwell,11,0,1,1,9,66,17,44,5,1
,Winchester,80,0,5,7,68,341,84,249,8,2
,Winfield,3,0,0,0,3,41,27,13,1,2
,Woodbury,13,0,2,0,11,80,21,53,6,0
TEXAS,Abernathy,3,0,0,1,2,30,7,20,3,0
,Abilene,578,4,68,112,394,"4,897","1,340","3,375",182,26
,Addison,97,1,7,20,69,862,105,651,106,0
,Alamo,154,0,13,18,123,"1,441",239,"1,057",145,9
,Alamo Heights,9,0,3,4,2,230,49,176,5,0
,Alice,166,0,8,7,151,"1,236",356,843,37,14
,Allen,65,0,12,18,35,"1,615",319,"1,232",64,0
,Alpine,6,0,1,0,5,55,16,39,0,1
,Alto,3,0,0,1,2,63,23,39,1,0
,Alton,27,0,1,7,19,482,116,324,42,4
,Alvarado,13,2,1,2,8,112,25,81,6,0
,Alvin,45,0,5,20,20,744,174,544,26,2
,Amarillo,"1,184",10,91,238,845,"11,064","2,590","7,827",647,55
,Andrews,49,0,9,0,40,242,75,159,8,2
,Angleton,75,1,11,13,50,500,110,374,16,1
,Anna,7,0,3,1,3,120,28,84,8,1
,Anson,11,1,0,0,10,43,14,25,4,1
,Anthony,21,0,1,4,16,216,19,195,2,2
,Aransas Pass,42,2,7,12,21,611,184,414,13,3
,Archer City,4,0,0,0,4,7,3,4,0,1
,Arcola,1,0,0,0,1,35,17,13,5,1
,Argyle,3,0,0,0,3,29,5,21,3,0
,Arlington,"1,925",16,119,532,"1,258","19,350","4,763","13,342","1,245",48
,Arp,1,0,0,0,1,4,0,4,0,0
,Athens,62,0,9,16,37,535,152,347,36,3
,Atlanta,26,0,4,5,17,256,67,174,15,0
,Austin,"3,790",38,265,"1,231","2,256","45,826","8,749","34,827","2,250",122
,Azle,30,1,1,6,22,371,101,250,20,2
,Baird,1,0,0,0,1,17,6,10,1,0
,Balch Springs,222,1,27,51,143,"1,615",242,"1,238",135,2
,Balcones Heights,24,0,0,4,20,548,40,486,22,1
,Ballinger,12,0,1,0,11,101,41,56,4,0
,Bangs,2,0,0,0,2,22,4,16,2,0
,Bastrop,24,0,1,9,14,565,47,507,11,2
,Bay City,45,2,12,12,19,824,219,599,6,1
,Bayou Vista,0,0,0,0,0,0,0,0,0,0
,Baytown,301,6,21,148,126,"3,849",822,"2,707",320,7
,Beaumont,900,10,65,312,513,"5,941","1,611","4,041",289,48
,Bedford,215,4,20,34,157,"1,773",342,"1,333",98,4
,Bee Cave,3,0,0,0,3,122,15,105,2,0
,Beeville,44,0,3,5,36,341,86,247,8,3
,Bellaire,15,0,1,10,4,339,93,231,15,0
,Bellmead,157,2,8,19,128,"1,021",71,918,32,4
,Bellville,13,0,6,1,6,92,28,60,4,0
,Belton,79,0,0,10,69,766,171,586,9,4
,Benbrook,37,1,4,11,21,448,105,319,24,4
,Bertram,4,0,0,0,4,24,7,17,0,0
,Beverly Hills,12,0,0,4,8,94,23,68,3,0
,Big Sandy,3,0,0,2,1,6,5,1,0,0
,Big Spring,178,0,17,9,152,"1,401",353,"1,001",47,1
,Bishop,9,0,0,0,9,73,8,64,1,0
,Blanco,7,0,0,0,7,32,12,19,1,0
,Bloomburg,0,0,0,0,0,0,0,0,0,0
,Blue Mound,2,0,0,0,2,51,26,20,5,0
,Boerne,21,0,2,1,18,261,29,228,4,1
,Bogata,3,0,0,0,3,31,11,18,2,0
,Bonham,26,0,7,1,18,313,72,231,10,1
,Borger,186,1,15,7,163,633,119,480,34,0
,Bovina,1,0,0,0,1,23,11,12,0,1
,Bowie,14,0,2,3,9,257,50,189,18,0
,Brackettville,0,0,0,0,0,3,0,3,0,1
,Brady,18,0,0,1,17,99,37,61,1,0
,Brazoria,20,0,1,4,15,65,15,45,5,0
,Breckenridge,10,0,2,1,7,75,23,52,0,3
,Bremond,6,0,1,0,5,13,8,5,0,0
,Brenham,62,0,2,9,51,521,113,386,22,1
,Bridge City,17,0,10,1,6,167,44,117,6,0
,Bridgeport,12,0,0,2,10,144,33,107,4,0
,Brookshire,18,3,0,6,9,164,74,84,6,1
,Brookside Village,4,0,0,0,4,23,14,8,1,0
,Brownfield,21,0,0,7,14,183,55,117,11,0
,Brownsville,563,7,31,165,360,"9,316","1,286","7,784",246,26
,Brownwood,123,0,10,12,101,738,163,564,11,2
,Bruceville-Eddy,6,1,0,2,3,54,11,39,4,0
,Bryan,410,4,34,90,282,"3,647",890,"2,632",125,59
,Bullard,2,0,0,0,2,36,11,24,1,1
,Bulverde,6,0,0,1,5,69,12,56,1,0
,Burkburnett,5,0,0,1,4,229,102,125,2,0
,Burleson,69,0,9,9,51,963,163,757,43,1
,Burnet,16,0,1,0,15,163,28,126,9,1
,Cactus,11,1,2,2,6,10,7,1,2,0
,Caddo Mills,6,0,0,0,6,50,27,20,3,0
,Caldwell,5,0,0,0,5,21,4,16,1,0
,Calvert,12,1,2,1,8,43,13,29,1,1
,Cameron,13,0,2,0,11,234,33,200,1,1
,Canton,3,0,1,2,0,137,35,94,8,0
,Canyon,13,1,1,2,9,119,15,102,2,0
,Carrollton,184,4,4,63,113,"3,510",897,"2,256",357,13
,Carthage,34,0,0,2,32,152,26,122,4,0
,Castle Hills,4,0,0,2,2,319,65,245,9,0
,Castroville,6,0,0,0,6,83,17,66,0,0
,Cedar Hill,104,1,10,29,64,"1,742",430,"1,213",99,4
,Cedar Park,58,2,8,12,36,796,147,622,27,4
,Celina,6,0,3,0,3,77,22,53,2,0
,Center,41,0,2,4,35,292,53,225,14,2
,Childress,22,0,0,0,22,72,38,32,2,0
,Chillicothe,4,0,1,0,3,30,13,14,3,0
,Cibolo,17,0,4,1,12,194,36,153,5,1
,Cisco,4,0,0,0,4,78,25,51,2,0
,Clarksville,1,0,0,1,0,35,18,17,0,0
,Cleburne,169,0,23,16,130,"1,328",241,"1,029",58,3
,Cleveland,89,1,5,22,61,752,133,592,27,1
,Clifton,0,0,0,0,0,30,6,24,0,0
,Clint,3,0,0,1,2,12,1,10,1,0
,Clute,54,1,3,6,44,361,107,244,10,3
,Clyde,1,0,0,0,1,87,23,58,6,0
,Cockrell Hill,22,0,3,7,12,130,34,83,13,2
,Coffee City,0,0,0,0,0,9,2,7,0,0
,Coleman,10,0,0,2,8,231,114,97,20,4
,College Station,220,3,37,44,136,"2,655",475,"2,091",89,0
,Colleyville,5,0,0,2,3,300,69,224,7,0
,Collinsville,3,0,0,0,3,21,6,14,1,0
,Colorado City,13,0,4,0,9,163,32,130,1,2
,Columbus,25,1,2,2,20,142,50,89,3,4
,Comanche,18,0,1,3,14,203,49,151,3,1
,Combes,13,0,1,0,12,73,25,43,5,2
,Commerce,38,0,7,12,19,374,112,249,13,1
,Conroe,248,5,22,80,141,"2,815",601,"2,079",135,0
,Converse,31,2,2,12,15,396,65,315,16,3
,Coppell,66,1,7,11,47,626,153,424,49,1
,Copperas Cove,149,2,1,15,131,"1,075",258,803,14,14
,Corinth,20,0,1,2,17,295,45,229,21,3
,Corpus Christi,"2,068",16,191,389,"1,472","15,101","2,626","12,027",448,105
,Corrigan,4,0,1,0,3,37,5,31,1,0
,Corsicana,112,0,7,25,80,"1,314",327,920,67,3
,Cottonwood Shores,3,0,0,0,3,26,11,12,3,0
,Crandall,14,0,2,1,11,56,23,29,4,0
,Crane,5,0,2,0,3,35,3,31,1,5
,Crockett,26,0,1,2,23,198,62,128,8,0
,Crosbyton,5,0,0,0,5,24,11,13,0,0
,Crowell,0,0,0,0,0,0,0,0,0,0
,Crowley,29,0,1,3,25,290,66,214,10,1
,Crystal City,22,0,0,0,22,70,21,49,0,1
,Cuero,17,0,1,0,16,86,31,48,7,0
,Daingerfield,8,0,3,1,4,91,32,56,3,1
,Dalhart,26,0,3,0,23,129,32,90,7,1
,Dallas,"9,161",148,505,"4,487","4,021","64,125","19,594","36,147","8,384",642
,Dalworthington Gardens,5,0,1,2,2,45,13,28,4,0
,Danbury,1,0,0,0,1,22,2,19,1,0
,Dayton,15,0,6,5,4,182,44,121,17,0
,Decatur,10,0,0,2,8,195,16,169,10,1
,Deer Park,28,3,8,5,12,"1,015",255,725,35,1
,De Kalb,9,0,0,1,8,54,32,22,0,0
,De Leon,8,0,1,0,7,35,16,19,0,0
,Del Rio,73,0,2,16,55,731,148,558,25,6
,Denison,77,1,2,13,61,"1,109",215,858,36,3
,Denton,326,3,67,65,191,"3,256",564,"2,535",157,21
,Denver City,5,0,3,0,2,69,26,40,3,1
,Desoto,135,1,11,46,77,"1,659",538,996,125,6
,Devine,1,0,0,0,1,122,29,88,5,0
,Diboll,19,0,6,2,11,114,29,84,1,0
,Dickinson,45,0,5,15,25,534,129,373,32,1
,Dilley,8,0,0,2,6,55,23,28,4,0
,Dimmitt,8,0,0,0,8,219,64,151,4,0
,Donna,113,1,7,12,93,"1,159",273,819,67,12
,Double Oak,2,0,0,1,1,11,2,9,0,0
,Driscoll,6,0,0,0,6,16,1,14,1,0
,Dublin,11,0,0,0,11,58,21,36,1,0
,Dumas,39,0,8,2,29,319,58,247,14,2
,Duncanville,135,1,8,65,61,"1,662",527,"1,009",126,2
,Eagle Lake,3,0,0,1,2,40,12,28,0,0
,Eagle Pass,58,0,0,8,50,"1,086",296,762,28,6
,Early,10,0,2,2,6,69,19,47,3,0
,Eastland,6,0,0,0,6,111,19,84,8,1
,East Mountain,0,0,0,0,0,10,1,9,0,1
,Edcouch,17,1,0,4,12,87,42,43,2,0
,Edgewood,10,0,0,1,9,39,12,24,3,1
,Edinburg,232,2,23,44,163,"4,599","1,011","3,294",294,19
,Edna,14,1,2,3,8,126,34,89,3,1
,El Campo,39,0,2,7,30,331,79,232,20,4
,Electra,6,0,0,0,6,72,21,50,1,0
,Elgin,25,0,0,5,20,246,45,187,14,0
,El Paso,"2,861",5,179,479,"2,198","17,404","1,953","13,899","1,552",101
,Elsa,23,0,0,4,19,314,73,228,13,1
,Ennis,65,0,2,19,44,893,173,682,38,3
,Euless,141,1,22,50,68,"2,008",486,"1,385",137,2
,Everman,27,0,4,8,15,214,66,140,8,1
,Fairfield,8,0,0,1,7,40,18,22,0,1
,Fair Oaks Ranch,2,0,1,0,1,41,25,15,1,0
,Falfurrias,11,1,0,3,7,185,76,108,1,9
,Farmers Branch,51,0,2,24,25,"1,160",236,789,135,4
,Farmersville,11,0,4,4,3,85,36,45,4,0
,Farwell,3,0,0,0,3,18,0,18,0,0
,Ferris,7,2,1,2,2,69,17,50,2,1
,Flatonia,0,0,0,0,0,19,7,12,0,0
,Florence,2,0,0,0,2,18,6,12,0,0
,Floresville,14,0,3,1,10,246,49,194,3,0
,Flower Mound,43,0,4,6,33,572,106,420,46,1
,Floydada,19,1,1,2,15,81,32,46,3,1
,Forest Hill,93,0,6,26,61,550,183,341,26,0
,Forney,25,0,6,9,10,416,106,288,22,0
,Fort Stockton,61,0,13,0,48,317,70,234,13,0
,Fort Worth,"4,293",63,318,"1,330","2,582","35,090","9,352","23,274","2,464",138
,Frankston,0,0,0,0,0,53,16,37,0,0
,Fredericksburg,1,0,0,0,1,241,33,202,6,0
,Freeport,35,0,5,4,26,388,102,266,20,2
,Freer,7,0,0,0,7,109,27,77,5,0
,Friendswood,25,0,4,10,11,390,87,286,17,2
,Friona,19,0,0,1,18,40,16,20,4,1
,Frisco,129,0,13,23,93,"2,647",429,"2,095",123,12
,Gainesville,54,0,2,12,40,738,192,511,35,1
,Galena Park,19,0,3,8,8,281,58,195,28,0
,Galveston,373,1,77,128,167,"3,181",787,"2,144",250,291
,Ganado,2,0,0,0,2,3,0,3,0,0
,Garland,492,7,39,209,237,"8,626","2,159","5,764",703,48
,Gatesville,22,2,5,3,12,221,52,154,15,4
,Georgetown,55,0,14,4,37,860,142,680,38,6
,Giddings,40,0,4,5,31,171,40,127,4,1
,Gilmer,18,2,1,0,15,197,29,156,12,0
,Gladewater,22,0,2,3,17,291,62,210,19,2
,Glenn Heights,49,0,3,6,40,256,115,122,19,3
,Godley,3,0,1,0,2,16,2,14,0,0
,Gonzales,83,0,6,7,70,276,66,207,3,0
,Gorman,4,0,0,0,4,3,2,0,1,0
,Graham,22,0,11,1,10,277,50,216,11,0
,Granbury,12,0,1,0,11,464,58,399,7,1
,Grand Prairie,599,4,66,193,336,"7,483","1,967","4,596",920,30
,Grand Saline,8,0,0,0,8,74,22,48,4,0
,Granger,3,0,0,0,3,31,17,14,0,0
,Granite Shoals,19,0,1,2,16,50,23,24,3,1
,Grapeland,8,0,0,1,7,28,17,10,1,0
,Grapevine,75,2,10,16,47,"1,642",217,"1,276",149,0
,Greenville,210,0,19,41,150,"1,283",277,939,67,1
,Gregory,13,0,0,2,11,19,6,13,0,1
,Groesbeck,15,0,3,2,10,75,32,40,3,0
,Groves,52,0,2,12,38,503,148,333,22,0
,Gruver,0,0,0,0,0,12,3,7,2,1
,Gun Barrel City,30,0,1,1,28,298,67,227,4,0
,Hale Center,0,0,0,0,0,32,13,16,3,0
,Hallettsville,7,0,2,0,5,75,10,64,1,0
,Hallsville,0,0,0,0,0,27,4,19,4,0
,Haltom City,170,5,8,49,108,"1,841",481,"1,205",155,10
,Hamlin,27,0,1,2,24,55,19,34,2,2
,Harker Heights,45,1,9,8,27,880,248,607,25,3
,Harlingen,399,3,34,87,275,"4,405",850,"3,375",180,32
,Haskell,4,0,0,0,4,39,23,16,0,0
,Hawk Cove,1,0,0,0,1,8,2,5,1,2
,Hawkins,4,0,0,0,4,49,9,35,5,2
,Hawley,0,0,0,0,0,5,4,1,0,1
,Hearne,29,0,0,3,26,139,54,81,4,2
,Heath,9,0,3,0,6,81,17,61,3,0
,Hedwig Village,6,0,0,5,1,214,19,186,9,0
,Helotes,4,0,1,1,2,91,10,79,2,0
,Hemphill,4,0,1,0,3,34,7,26,1,2
,Hempstead,18,0,0,7,11,249,92,149,8,3
,Henderson,85,0,4,15,66,500,77,394,29,8
,Hereford,62,0,2,3,57,400,101,273,26,2
,Hewitt,34,0,2,2,30,123,33,78,12,1
,Hickory Creek,6,0,2,1,3,104,9,89,6,0
,Hidalgo,16,0,3,6,7,142,48,66,28,2
,Highland Park,5,0,1,0,4,217,33,174,10,0
,Highland Village,3,0,0,0,3,94,16,75,3,0
,Hill Country Village,0,0,0,0,0,32,4,27,1,0
,Hillsboro,23,0,2,7,14,262,52,203,7,0
,Hitchcock,26,1,4,10,11,229,66,137,26,2
,Holliday,0,0,0,0,0,15,7,8,0,0
,Hollywood Park,3,0,1,2,0,114,9,102,3,0
,Hondo,37,0,7,3,27,285,58,220,7,2
,Hooks,3,0,0,2,1,23,9,14,0,0
,Horizon City,18,0,0,1,17,200,91,86,23,0
,Horseshoe Bay,12,0,2,0,10,67,16,48,3,0
,Houston,"22,491",269,712,"9,449","12,061","115,323","27,924","74,582","12,817",865
,Howe,4,0,0,1,3,29,6,19,4,0
,Hubbard,3,0,0,1,2,10,1,8,1,0
,Hudson,11,1,2,0,8,108,49,54,5,0
,Hudson Oaks,2,0,0,2,0,88,15,70,3,0
,Humble,153,0,26,74,53,"2,027",184,"1,691",152,2
,Huntington,3,0,0,0,3,50,17,33,0,1
,Huntsville,159,2,13,47,97,"1,174",283,845,46,0
,Hurst,167,0,10,44,113,"2,125",276,"1,770",79,0
,Hutchins,14,0,0,2,12,206,28,150,28,0
,Hutto,28,0,2,0,26,132,36,92,4,1
,Idalou,3,0,0,0,3,24,5,17,2,0
,Ingleside,18,0,5,6,7,230,81,136,13,1
,Ingram,11,1,3,3,4,76,19,54,3,0
,Iowa Park,3,0,0,0,3,61,16,41,4,0
,Irving,529,6,36,170,317,"7,744","1,632","5,488",624,28
,Italy,8,0,0,0,8,45,10,33,2,0
,Itasca,1,0,0,0,1,33,10,23,0,1
,Jacinto City,25,0,0,10,15,389,70,285,34,4
,Jacksboro,11,0,0,2,9,66,36,28,2,0
,Jacksonville,95,0,11,25,59,858,302,520,36,5
,Jamaica Beach,0,0,0,0,0,9,3,6,0,0
,Jarrell,4,0,0,1,3,11,1,10,0,0
,Jasper,26,0,1,1,24,339,55,276,8,0
,Jefferson,6,0,0,0,6,55,11,42,2,0
,Jersey Village,33,0,1,7,25,288,59,202,27,0
,Johnson City,1,0,1,0,0,16,2,13,1,0
,Jones Creek,2,0,0,0,2,5,1,3,1,0
,Jonestown,10,0,1,2,7,50,17,30,3,0
,Joshua,2,0,0,1,1,47,17,26,4,0
,Jourdanton,8,0,0,1,7,38,13,23,2,1
,Junction,16,0,2,0,14,98,13,84,1,0
,Karnes City,9,0,0,1,8,68,14,54,0,3
,Katy,36,0,1,23,12,605,72,512,21,1
,Kaufman,19,0,0,4,15,163,45,112,6,0
,Keene,2,0,0,1,1,94,26,64,4,0
,Keller,18,0,5,0,13,506,94,406,6,1
,Kemah,11,0,3,5,3,140,7,127,6,0
,Kemp,5,0,1,0,4,28,4,21,3,0
,Kenedy,11,0,0,0,11,192,78,114,0,0
,Kennedale,25,0,0,7,18,230,76,146,8,0
,Kerens,10,0,1,2,7,24,11,11,2,0
,Kermit,7,0,1,0,6,46,13,33,0,0
,Kerrville,44,0,0,8,36,629,67,541,21,7
,Kilgore,51,0,9,7,35,688,78,574,36,1
,Killeen,993,11,91,259,632,"5,837","2,062","3,536",239,36
,Kingsville,266,1,19,15,231,"1,232",403,791,38,4
,Kirby,18,0,1,3,14,169,52,100,17,0
,Kirbyville,4,0,0,0,4,24,7,15,2,1
,Kountze,5,0,1,2,2,42,15,21,6,0
,Kress,0,0,0,0,0,4,3,1,0,0
,Kyle,51,1,6,2,42,426,94,315,17,4
,Lacy-Lakeview,42,1,8,6,27,244,73,145,26,0
,La Feria,2,0,1,1,0,324,75,247,2,1
,Lago Vista,9,0,1,2,6,101,20,80,1,0
,La Grange,6,0,0,5,1,57,11,44,2,0
,La Grulla,2,0,0,0,2,14,5,8,1,0
,Laguna Vista,6,0,1,0,5,69,15,51,3,1
,La Joya,1,0,0,1,0,38,14,22,2,0
,Lake Dallas,13,0,4,1,8,190,35,136,19,1
,Lake Jackson,49,2,7,13,27,685,120,547,18,3
,Lakeside,1,0,1,0,0,25,8,16,1,0
,"Lakeview, Harris County",8,0,0,2,6,87,20,65,2,2
,Lakeway,20,0,3,2,15,196,38,150,8,0
,Lake Worth,18,0,0,7,11,619,148,459,12,0
,La Marque,138,2,15,35,86,704,202,475,27,3
,Lamesa,27,1,1,2,23,214,59,146,9,3
,Lampasas,20,0,9,0,11,190,33,152,5,0
,La Porte,47,0,6,14,27,706,165,487,54,7
,Laredo,"1,142",9,78,209,846,"11,464","1,821","8,740",903,72
,La Vernia,3,0,0,0,3,42,7,34,1,0
,La Villa,12,0,0,0,12,63,12,48,3,0
,Lavon,5,0,0,0,5,35,9,26,0,0
,League City,69,1,18,21,29,"2,021",340,"1,604",77,0
,Leander,29,0,4,2,23,291,35,249,7,0
,Leon Valley,38,0,3,19,16,857,129,667,61,0
,Levelland,92,0,13,3,76,486,148,324,14,3
,Lewisville,238,3,24,80,131,"3,513",659,"2,472",382,2
,Lexington,3,0,0,0,3,4,0,4,0,0
,Liberty,19,0,0,6,13,516,78,408,30,0
,Lindale,12,0,1,4,7,182,28,146,8,0
,Linden,7,0,0,1,6,39,16,21,2,0
,Little Elm,11,0,0,2,9,309,46,254,9,0
,Littlefield,35,0,1,1,33,258,95,151,12,2
,Live Oak,21,0,6,7,8,590,67,501,22,0
,Livingston,29,0,5,8,16,292,40,245,7,3
,Llano,3,0,1,0,2,79,32,46,1,1
,Lockhart,77,0,4,5,68,377,68,291,18,4
,Lockney,1,0,0,0,1,51,23,24,4,1
,Lone Star,6,0,0,1,5,79,42,37,0,0
,Longview,581,10,41,134,396,"4,290",857,"3,073",360,30
,Lorena,3,0,1,0,2,42,6,34,2,1
,Lorenzo,1,0,0,0,1,9,8,1,0,2
,Los Fresnos,17,0,0,0,17,119,49,66,4,3
,Lott,2,0,0,1,1,13,8,5,0,0
,Lubbock,"2,001",10,91,328,"1,572","12,391","3,083","8,802",506,54
,Lufkin,183,3,12,52,116,"2,272",577,"1,622",73,5
,Luling,34,0,3,7,24,225,64,149,12,3
,Lumberton,11,0,1,2,8,225,47,173,5,0
,Lyford,2,0,0,1,1,49,27,21,1,1
,Lytle,8,0,0,4,4,89,14,73,2,0
,Madisonville,21,0,3,7,11,193,33,150,10,1
,Magnolia,4,0,0,0,4,54,9,42,3,0
,Malakoff,10,0,0,1,9,79,14,52,13,0
,Manor,21,0,0,3,18,170,46,116,8,0
,Mansfield,79,0,13,19,47,991,214,711,66,5
,Manvel,7,0,0,1,6,93,27,57,9,3
,Marble Falls,7,0,3,0,4,314,37,262,15,1
,Marlin,17,0,2,2,13,127,66,58,3,3
,Marshall,150,2,10,28,110,"1,102",308,729,65,8
,Mart,8,0,1,0,7,35,10,25,0,1
,Martindale,3,0,0,0,3,12,4,8,0,0
,Mathis,22,0,1,7,14,186,59,121,6,3
,McAllen,299,5,14,115,165,"7,398",711,"6,283",404,9
,McGregor,19,0,2,1,16,93,39,54,0,0
,McKinney,222,1,31,40,150,"3,103",643,"2,322",138,22
,Meadows Place,7,0,0,4,3,144,31,107,6,1
,Melissa,4,0,0,0,4,70,25,41,4,0
,Memorial Villages,3,0,0,2,1,112,25,82,5,0
,Memphis,12,0,1,0,11,53,27,22,4,0
,Mercedes,88,0,5,7,76,808,191,567,50,6
,Meridian,1,0,0,0,1,13,6,6,1,0
,Merkel,4,0,0,0,4,48,10,36,2,0
,Mesquite,482,7,8,165,302,"6,516","1,457","4,345",714,20
,Mexia,37,2,1,4,30,378,86,281,11,0
,Midland5,407,2,44,65,296,"3,599",893,"2,558",148,13
,Midlothian,35,0,3,3,29,363,53,296,14,0
,Miles,4,0,0,0,4,31,8,22,1,0
,Milford,6,0,1,0,5,7,2,5,0,0
,Mineola,6,0,0,1,5,140,27,110,3,1
,Mineral Wells,94,2,23,11,58,762,160,558,44,4
,Mission,92,2,7,37,46,"3,243",482,"2,454",307,6
,Missouri City,186,5,13,41,127,"1,186",297,820,69,3
,Monahans,52,0,1,2,49,171,64,99,8,0
,Mont Belvieu,14,0,4,6,4,143,30,94,19,2
,Montgomery,4,0,0,0,4,21,12,8,1,0
,Morgans Point Resort,1,0,0,0,1,44,10,31,3,0
,Mount Pleasant,50,0,0,8,42,674,204,452,18,2
,Muleshoe,17,2,4,0,11,127,58,63,6,2
,Munday,1,0,1,0,0,17,4,13,0,1
,Murphy,8,0,2,0,6,138,23,110,5,0
,Mustang Ridge,1,0,0,0,1,2,2,0,0,0
,Nacogdoches,329,2,9,44,274,"1,406",330,"1,035",41,2
,Naples,12,0,1,1,10,59,39,19,1,1
,Nash,3,0,0,2,1,66,27,38,1,0
,Nassau Bay,7,1,2,2,2,108,21,81,6,0
,Navasota,69,0,2,3,64,221,44,170,7,2
,Nederland,63,0,15,14,34,513,124,361,28,0
,Needville,4,0,1,0,3,37,8,25,4,1
,New Boston,15,0,0,2,13,208,54,143,11,1
,New Braunfels,121,0,10,25,86,"1,966",373,"1,530",63,6
,New Deal,2,0,1,0,1,4,1,3,0,0
,Nixon,2,0,0,0,2,5,1,3,1,0
,Nocona,3,0,0,0,3,26,10,14,2,0
,Nolanville,7,0,0,3,4,65,24,41,0,0
,Northlake,6,0,0,0,6,48,1,40,7,0
,North Richland Hills,226,0,31,40,155,"2,111",411,"1,611",89,0
,Oak Ridge,0,0,0,0,0,2,0,1,1,0
,Oak Ridge North,3,0,1,2,0,89,11,73,5,0
,Odessa,726,3,36,96,591,"3,523",824,"2,508",191,16
,O'Donnell,0,0,0,0,0,0,0,0,0,1
,Olmos Park,1,0,0,1,0,72,9,62,1,0
,Olney,3,0,0,0,3,84,33,47,4,1
,Olton,5,0,0,0,5,21,7,12,2,1
,Onalaska,0,0,0,0,0,0,0,0,0,0
,Orange,146,1,3,49,93,"1,017",417,551,49,15
,Orange Grove,1,0,0,0,1,19,12,7,0,1
,Overton,9,0,2,0,7,48,20,26,2,0
,Ovilla,4,0,1,0,3,30,10,20,0,0
,Oyster Creek,14,0,0,1,13,57,24,30,3,0
,Paducah,0,0,0,0,0,21,19,2,0,0
,Palacios,7,0,0,0,7,147,42,99,6,2
,Palestine,72,1,19,14,38,729,190,517,22,5
,Palmer,1,0,0,1,0,33,13,19,1,0
,Palmhurst,8,0,0,4,4,315,37,267,11,1
,Palm Valley,3,0,0,0,3,38,12,23,3,0
,Palmview,3,0,0,3,0,328,24,284,20,0
,Pampa,111,0,0,10,101,805,161,597,47,0
,Panhandle,5,0,0,0,5,28,5,20,3,0
,Pantego,15,0,1,3,11,129,25,97,7,0
,Paris,146,1,6,27,112,"1,607",390,"1,171",46,0
,Parker,0,0,0,0,0,17,7,8,2,0
,Pasadena,611,7,68,149,387,"5,551","1,113","4,066",372,15
,Pearland,128,3,16,29,80,"1,734",327,"1,324",83,2
,Pearsall,23,1,0,0,22,188,65,119,4,0
,Pecos,24,0,3,1,20,222,54,164,4,0
,Pelican Bay,2,0,0,1,1,23,6,15,2,0
,Penitas,4,0,1,0,3,61,16,38,7,0
,Perryton,18,0,2,0,16,122,38,78,6,3
,Pflugerville,68,1,7,12,48,898,143,706,49,4
,Pharr,251,6,13,55,177,"3,692",698,"2,697",297,14
,Pilot Point,4,0,1,0,3,21,9,9,3,0
,Pinehurst,4,0,0,2,2,107,39,63,5,0
,Pittsburg,16,0,3,0,13,154,36,114,4,0
,Plainview,72,1,9,12,50,926,193,705,28,4
,Plano,503,4,53,152,294,"6,716","1,237","5,093",386,10
,Pleasanton,37,0,9,2,26,414,84,305,25,1
,Point Comfort,0,0,0,0,0,6,3,3,0,0
,Ponder,3,0,0,0,3,10,4,6,0,0
