,main,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
349,1007459,1014393,1014253.0,1010581.0,1014417.0,1009715.0,1007459.0,1007460.0,1009702.0,1014419.0,1009703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,1007460,1014393,1014253.0,1010581.0,1014417.0,1009715.0,1007459.0,1007460.0,1009702.0,1014419.0,1009703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,1007464,1012953,1007464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1007468,1007378,1014331.0,1007377.0,1014336.0,1013787.0,1013761.0,1013231.0,1007468.0,1014319.0,1013510.0,1013806,1010579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,1007479,1007479,1007477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,1007480,1012948,1007480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,1007482,1013287,1007482.0,1014315.0,1013418.0,1013734.0,1013868.0,1013733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,1007483,1014120,1007483.0,1014450.0,1013578.0,1014063.0,1007350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,1007484,1014055,1014017.0,1013463.0,1014016.0,1014165.0,1012982.0,1013661.0,1007491.0,1013680.0,1007484.0,1013664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,1007485,1013487,1007561.0,1014032.0,1010941.0,1013546.0,1007485.0,1013846.0,1014062.0,1013675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,1007486,1007486,1007463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,1007487,1007487,1010411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,1007488,1013422,1013901.0,1007383.0,1012818.0,1007481.0,1013725.0,1014053.0,1007488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,1007489,1013813,1007489.0,1013480.0,1007390.0,1007499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,1007490,1013285,1007490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,1007493,1007493,1013995.0,1014154.0,1014144.0,1013977.0,1013974.0,1007659.0,1013993.0,1013263.0,1013975.0,1013662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,1007496,1013754,1010406.0,1014296.0,1013727.0,1013453.0,1007496.0,1013024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,1007498,1013687,1013504.0,1013502.0,1014322.0,1014124.0,1007498.0,1024587.0,1013795.0,1013331.0,1014594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,1007500,1013746,1013454.0,1013750.0,1013797.0,1013732.0,1013284.0,1012981.0,1010843.0,1013762.0,1014614.0,1014321,1013893,1013871,1007500,1013577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,1007502,1007481,1007503.0,1007502.0,1012818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,1007503,1007481,1007503.0,1007502.0,1012818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,1007505,1013419,1014106.0,1014155.0,1013424.0,1014107.0,1013970.0,1013420.0,1013414.0,1013966.0,1013423.0,1013281,1007505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,1007509,1007509,1007412.0,1013874.0,1013921.0,1013912.0,1013364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1007517,1007517,1013678.0,1013903.0,1007404.0,1014326.0,1013702.0,1013461.0,1013692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,1007518,1014274,1007552.0,1014499.0,1013881.0,1007518.0,1013025.0,1013872.0,1013499.0,1007562.0,1014498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,1007520,1007590,1013218.0,1007520.0,1007555.0,1012986.0,1013718.0,1013703.0,1013387.0,1011310.0,1013748.0,1007539,1013220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,1007521,1014010,1013566.0,1007566.0,1013889.0,1013914.0,1007528.0,1007589.0,1007521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,1007523,1013465,1007565.0,1013553.0,1014563.0,1014607.0,1013006.0,1012830.0,1014334.0,1007571.0,1007523.0,1014332,1013722,1013877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,1007527,1013572,1014050.0,1014560.0,1013338.0,1011311.0,1014564.0,1007527.0,1007389.0,1013558.0,1013897.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,1007531,1013673,1007540.0,1012549.0,1013603.0,1013669.0,1013009.0,1013253.0,1013015.0,1007549.0,1013677.0,1013483,1013273,1013614,1014316,1012834,1014116.0,1007572.0,1014275.0,1014083.0,1013736.0,1013008.0,1007531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,1007532,1014485,1014464.0,1014479.0,1014487.0,1014422.0,1014377.0,1014435.0,1014486.0,1014382.0,1014554.0,1014484,1014481,1014423,1014421,1014300,1014381.0,1014561.0,1014483.0,1014509.0,1014408.0,1014490.0,1014495.0,1007415.0,1014430.0,1014482.0,1013711.0,1014384.0,1014429.0,1014555.0,1014352.0,1014427.0,1014425.0,1007629.0,1014556.0,1007417.0,1014470.0,1007414.0,1014462.0,1014368.0,1014473.0,1014388.0,1014383.0,1014385.0,1014367.0,1014369.0,1007622.0,1007416.0,1014433.0,1014424.0,1007532.0,1014492.0,1014493.0,1014494.0,1014469.0,1014465.0,,,,,,,
380,1007534,1007535,1007534.0,1007582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,1007536,1013763,1007347.0,1014448.0,1013731.0,1013751.0,1007617.0,1013023.0,1012984.0,1007536.0,1007437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,1007537,1014304,1007563.0,1013792.0,1013569.0,1007565.0,1007441.0,1013005.0,1014039.0,1014335.0,1012830.0,1013457,1007537,1007571,1013877,1013722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,1007540,1013673,1012493.0,1013736.0,1007540.0,1013483.0,1012549.0,1013008.0,1013669.0,1007531.0,1007572.0,1013009,1014275,1013614,1013269,1014316,1013677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,1007541,1007544,1007559.0,1014311.0,1014375.0,1007541.0,1013672.0,1013690.0,1014159.0,1007897.0,1014122.0,1007575,1013274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,1007542,1007419,1013554.0,1013811.0,1013922.0,1013920.0,1013919.0,1013219.0,1013923.0,1013540.0,1013221.0,1013415,1007542,1014323,1007354,1008002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,1007543,1014007,1014538.0,1007426.0,1007543.0,1013332.0,1010917.0,1007601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,1007545,1014420,1009710.0,1014119.0,1014533.0,1014413.0,1014604.0,1013547.0,1010847.0,1014414.0,1007594.0,1014412,1014602,1007545,1013541,1014410,1013759.0,1014532.0,1014411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,1007546,1007560,1014115.0,1007568.0,1007546.0,1012819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,1007547,1013884,1014134.0,1014328.0,1013803.0,1013336.0,1013283.0,1013882.0,1007547.0,1013712.0,1014325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,1007549,1013673,1012549.0,1013603.0,1013669.0,1013276.0,1013253.0,1013015.0,1007549.0,1013677.0,1014338.0,1013483,1013273,1013614,1012834,1014116,1007572.0,1007530.0,1014083.0,1013736.0,1013008.0,1007531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,1007550,1014037,1014030.0,1007550.0,1013501.0,1009317.0,1007579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,1007551,1014338,1013321.0,1014158.0,1007551.0,1013472.0,1014272.0,1013548.0,1014309.0,1014330.0,1013670.0,1013667,1007360,1009329,1013840,1007558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,1007552,1014274,1007552.0,1014499.0,1013881.0,1007518.0,1013025.0,1013872.0,1013499.0,1007562.0,1014498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,1007553,1014314,1014346.0,1007553.0,1013885.0,1014333.0,1013275.0,1007473.0,1013339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,1007554,1014037,1013255.0,1014035.0,1014030.0,1007393.0,1009317.0,1007592.0,1007554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,1007555,1007590,1007520.0,1007555.0,1012986.0,1013718.0,1023609.0,1013703.0,1013387.0,1011310.0,1013748.0,1007539,1013220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,1007558,1014338,1013321.0,1014158.0,1007551.0,1013472.0,1014272.0,1013548.0,1014309.0,1014330.0,1013670.0,1013667,1007360,1009329,1013840,1007558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,1007559,1007544,1007559.0,1014311.0,1009311.0,1007541.0,1014375.0,1013672.0,1013690.0,1007897.0,1007575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,1007560,1007560,1014115.0,1007568.0,1007546.0,1012819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,1007561,1013487,1007561.0,1014032.0,1010941.0,1013546.0,1007485.0,1013846.0,1014062.0,1013675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,1007564,1013498,1012543.0,1007397.0,1013494.0,1007598.0,1007564.0,1012544.0,1014559.0,1009067.0,1007399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,1007565,1014304,1013465.0,1007565.0,1013005.0,1013569.0,1014563.0,1014039.0,1014607.0,1013006.0,1012830.0,1013457,1007537,1007571,1007523,1013722,1013877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,1007566,1014010,1013566.0,1007566.0,1013889.0,1013914.0,1007589.0,1007521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,1007568,1007560,1014115.0,1007568.0,1007546.0,1012819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,1007571,1014304,1013465.0,1007565.0,1013005.0,1013569.0,1014563.0,1014039.0,1014607.0,1013006.0,1012830.0,1013457,1007537,1007571,1007523,1013722,1013877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,1007573,1011303,1014277.0,1014276.0,1011302.0,1011304.0,1007573.0,1014295.0,1012004.0,1013470.0,1011313.0,1011316,1011309,1007607,1013804,1012991,1007429.0,1007630.0,1022905.0,1013595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,1007574,1013309,1014065.0,1013810.0,1013812.0,1007343.0,1013505.0,1014054.0,1013699.0,1007621.0,1007642.0,1007574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,1007575,1007544,1007559.0,1014311.0,1009311.0,1014375.0,1007541.0,1013672.0,1013690.0,1007897.0,1007575.0,RW127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,1007577,1007672,1013255.0,1007577.0,1007592.0,1013675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,1007578,1013862,1014032.0,1007578.0,1007387.0,1014263.0,1013846.0,1014062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,1007579,1014037,1014346.0,1014030.0,1013885.0,1007550.0,1013501.0,1009317.0,1014333.0,1007579.0,1013339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,1007583,1007325,1007583.0,1007349.0,1013790.0,1013793.0,1014347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,1007584,1013010,1013628.0,1009553.0,1013545.0,1013888.0,1013004.0,1009280.0,1013271.0,1007584.0,1014270.0,1010842,1013555,1013003,1014152,1013904,1013330.0,1013886.0,1013883.0,1014114.0,1014048.0,1014539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,1007589,1013613,1013566.0,1007566.0,1013889.0,1013914.0,1007528.0,1007589.0,1007521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,1007591,1013890,1007591.0,1007647.0,1013383.0,1013312.0,1007637.0,1013726.0,1014117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,1007592,1007672,1013255.0,1014035.0,1007393.0,1007577.0,1007592.0,1007554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,1007594,1014420,1014533.0,1014119.0,1014413.0,1010847.0,1013879.0,1007594.0,1013749.0,1014414.0,1007545.0,1014410,1014602,1014532,1014411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,1007595,1013488,1013976.0,1014142.0,1007357.0,1014108.0,1014156.0,1014139.0,1013994.0,1013632.0,1007595.0,1014166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,1007597,1007597,1014007.0,1012817.0,1011308.0,1007352.0,1012810.0,1009426.0,1013681.0,1012699.0,1013800.0,1013335,1007601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,1007598,1013498,1012543.0,1013494.0,1013831.0,1007598.0,1007564.0,1012544.0,1007432.0,1014559.0,1009067.0,1014040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,1007601,1007597,1014007.0,1012817.0,1011308.0,1007543.0,1012810.0,1007601.0,1013681.0,1013800.0,1013335.0,1010917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1007603,1007449,1014312.0,1014380.0,1014468.0,1007603.0,1013835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,1007605,1014464,1014479.0,1014046.0,1013484.0,1013550.0,1013876.0,1014481.0,1014561.0,1014340.0,1014482.0,1013711,1014376,1014258,1014467,1013755,1014462.0,1014473.0,1014476.0,1007605.0,1007332.0,1014285.0,1014465.0,1014466.0,1014475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,1007606,1010428,1007604.0,1014353.0,1014348.0,1014354.0,1014045.0,1013780.0,1014041.0,1013320.0,1014366.0,1014426,1014239,1014360,1014043,1014364,1014358.0,1014362.0,1007606.0,1014058.0,1014355.0,1013779.0,1007600.0,1014044.0,1014361.0,1014370.0,1014570.0,1014356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,1007607,1013224,1013808.0,1007573.0,1013470.0,1013650.0,1011316.0,1007607.0,1013353.0,1012991.0,1007630.0,1022905,1013595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,1007612,1007612,1013491.0,1012994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,1007615,1014070,1007615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,1007621,1013309,1014065.0,1013658.0,1013810.0,1013812.0,1007343.0,1013505.0,1014054.0,1013699.0,1007621.0,1007642,1007574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,1007622,1014485,1014464.0,1014479.0,1014474.0,1014487.0,1014422.0,1014377.0,1014435.0,1014486.0,1014382.0,1014554,1014484,1014481,1014423,1014491,1014421.0,1014300.0,1014381.0,1014428.0,1014483.0,1014509.0,1014408.0,1014490.0,1014495.0,1014472.0,1007415.0,1014430.0,1014482.0,1013711.0,1014384.0,1014429.0,1014555.0,1014352.0,1013019.0,1014425.0,1007629.0,1014556.0,1007417.0,1014427.0,1007414.0,1014470.0,1014462.0,1014368.0,1014473.0,1014388.0,1014383.0,1014385.0,1014367.0,1014369.0,1007622.0,1007416.0,1014433.0,1014424.0,1007532.0,1014492.0,1014493.0,1014494.0,1014469.0,,,,
430,1007626,1007626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,1007628,1007628,1007392.0,1014445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,1007631,1007631,1013240.0,1013235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,1007633,1007633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,1007645,1007645,1014067.0,1013453.0,1013728.0,1013024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,1007652,1013746,1010405.0,1011331.0,1014438.0,1013732.0,1007652.0,1013576.0,1014614.0,1014321.0,1013226.0,1007653,1013577,1007345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,1007653,1013746,1010405.0,1011331.0,1014438.0,1013732.0,1007652.0,1013576.0,1014614.0,1014321.0,1013226.0,1007653,1013577,1007345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,1007654,1014011,1012998.0,1013979.0,1007654.0,1014018.0,1013982.0,1014012.0,1013988.0,1013983.0,1014015.0,1007666,1013984,1013918,1007663,1014096,1013917.0,1014131.0,1013987.0,1013631.0,1013925.0,1014013.0,1012978.0,1007670.0,1013985.0,1007664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,1007657,1014169,1012480.0,1007660.0,1014090.0,1014100.0,1014008.0,1007657.0,1014168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,1007658,1007658,1013567.0,1014052.0,1007636.0,1013475.0,1013772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,1007659,1014140,1007493.0,1013995.0,1014154.0,1014144.0,1013977.0,1013974.0,1007659.0,1013993.0,1013978.0,1013263,1013973,1013975,1013662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,1007661,1012480,1013311.0,1014167.0,1014102.0,1014087.0,1014099.0,1014008.0,1007660.0,1014098.0,1014091.0,1014168,1014088,1014094,1007661,1013474,1014100.0,1014169.0,1012983.0,1013992.0,1014095.0,1007662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,1007662,1012480,1013311.0,1014167.0,1014102.0,1014087.0,1014099.0,1014008.0,1007660.0,1014098.0,1014091.0,1014168,1014088,1014094,1007661,1013474,1014100.0,1014169.0,1012983.0,1013992.0,1014095.0,1007662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,1007663,1014011,1012998.0,1013979.0,1007654.0,1014018.0,1013982.0,1014012.0,1013988.0,1013983.0,1014015.0,1007666,1013984,1013918,1007663,1014096,1013917.0,1014131.0,1013987.0,1013631.0,1013925.0,1014013.0,1012978.0,1007670.0,1013985.0,1007664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,1007664,1014014,1013981.0,1012998.0,1013979.0,1007654.0,1013980.0,1014018.0,1013982.0,1014012.0,1013988.0,1013983,1014015,1007666,1013918,1007663,1014096.0,1013917.0,1014131.0,1013987.0,1013631.0,1013925.0,1014013.0,1012978.0,1013926.0,1013924.0,1007670.0,1013985.0,1007664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1007665,1013643,1007678.0,1012989.0,1013630.0,1013644.0,1012700.0,1007674.0,1007548.0,1007665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1007666,1014014,1013981.0,1012998.0,1013979.0,1007654.0,1013980.0,1014018.0,1013982.0,1014012.0,1013988.0,1013983,1014015,1007666,1013918,1007663,1014096.0,1013917.0,1014131.0,1013987.0,1013631.0,1013925.0,1014013.0,1012978.0,1013926.0,1013924.0,1007670.0,1013985.0,1007664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,1007674,1007678,1012989.0,1013630.0,1012700.0,1007674.0,1014279.0,1007548.0,1007665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,1007678,1013643,1013568.0,1007678.0,1012989.0,1014603.0,1013630.0,1011306.0,1013644.0,1012700.0,1007674.0,1007548,1007665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,1007679,1007679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1007680,1013626,1013625.0,1007680.0,1013290.0,1014074.0,1014159.0,1014345.0,1014122.0,1007424.0,1014121.0,1013274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,1007897,1007559,1014311.0,1014375.0,1007541.0,1013672.0,1013690.0,1014074.0,1014159.0,1007897.0,1014122.0,1007575,1007424,1013274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,1009071,1010580,1013747.0,1012955.0,1012954.0,1009071.0,1014289.0,1007453.0,1007340.0,1013272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,1009329,1014338,1013321.0,1014158.0,1007551.0,1013472.0,1014272.0,1013548.0,1014309.0,1014330.0,1013670.0,1013840,1013276,1007360,1009329,1013667,1007558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,1009553,1013010,1013628.0,1012550.0,1009553.0,1013545.0,1013888.0,1013004.0,1013271.0,1007584.0,1014270.0,1010842,1013555,1013003,1012831,1014152,1013904.0,1013330.0,1013886.0,1013883.0,1014114.0,1014048.0,1014539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,1009554,1013729,1013764.0,1007398.0,1010404.0,1014071.0,1013684.0,1009554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,1009702,1013709,1014393.0,1009713.0,1014253.0,1014246.0,1014417.0,1010577.0,1007372.0,1007459.0,1014419.0,1007460,1009702,1009711,1009703,1009716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,1009703,1013709,1014393.0,1009713.0,1014253.0,1014246.0,1014417.0,1010577.0,1007372.0,1007459.0,1014419.0,1007460,1009702,1009711,1009703,1009716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1009704,1009704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,1009705,1014391,1014415.0,1009705.0,1014387.0,1014397.0,1014568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,1009706,1009712,1009706.0,1011330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,1009707,1009707,1014129.0,1013507.0,1007420.0,1013334.0,1013640.0,1013011.0,1013794.0,1013254.0,1013599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1009710,1014420,1009710.0,1014119.0,1013629.0,1014413.0,1014533.0,1014604.0,1013547.0,1010847.0,1014414.0,1014602,1014412,1007545,1013541,1014410,1013759.0,1014532.0,1014411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,1009711,1013709,1014393.0,1014392.0,1009713.0,1014416.0,1014253.0,1014396.0,1014246.0,1010577.0,1007372.0,1014245,1014394,1009702,1014792,1009711,1009703.0,1009716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,1009712,1009712,1009706.0,1011330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
