,Project_code,Unsuitable,Suitable,Bridge_classification,Crossing,Days_per_year_river_is_flooded,River_crossing_injuries_in_last_3_years,Cell_service_quality,4WD_Accessibility,Bridge_Type,Proposed_Bridge_Location(GPS)(Latitude),Proposed_Bridge_Location(GPS)(Longitude),Height_differential_between_banks,Estimated_span(m)
746,1013416,0.1699685265892302,0.8300314734107699,Standard,none,40.0,0.0,Good,Seasonally,Suspension,-2.3796,29.6106633,0.3,36.4
747,1013417,0.1691630784242711,0.8308369215757289,Standard,none,32.0,0.0,Good,Seasonally,Suspension,-2.372525,29.6006183,0.2,21.4
748,1013418,0.11520126464493087,0.8847987353550691,Standard,timber,80.0,2.0,Good,Seasonally,Suspension,-2.46321833,29.63056167,0.1,27.4
749,1013419,0.02346653859380366,0.9765334614061963,Standard,none,20.0,0.0,Fair,Seasonally,Suspended,-2.396595,29.549835,0.1,25.8
750,1013420,0.023466538593803658,0.9765334614061963,Standard,timber,60.0,0.0,Good,Seasonally,Suspension,-2.37946833,29.54139167,0.0,36.4
751,1013421,0.5671841401529535,0.4328158598470466,unknown,unknown,46.0,0.0,unknown,unknown,unknown,2.442831,29.49934667,10.0,44.0
752,1013423,0.023713331146509257,0.9762866688534908,Standard,timber,20.0,0.0,Good,Seasonally,Suspended,-2.374415,29.51966667,2.1,42.0
753,1013424,0.023466538593803665,0.9765334614061963,Standard,timber,24.0,0.0,Good,Seasonally,Suspension,-2.39188167,29.52233833,0.0,36.4
754,1013425,0.0861228074043409,0.913877192595659,Standard,none,40.0,1.0,Good,Seasonally,Suspension,-2.48488667,29.57838,0.3,26.4
755,1013450,0.08143851762066077,0.9185614823793392,Standard,none,60.0,3.0,Good,Seasonally,Suspension,-2.04927,29.5796,10.0,36.0
756,1013453,0.03796248410403702,0.962037515895963,Standard,boat,365.0,12.0,Fair,Never,Suspended,-2.03409,29.63099,10.0,125.0
757,1013454,0.10673202269011837,0.8932679773098816,Standard,timber,62.0,2.0,Good,Seasonally,Suspension,-2.08128,29.61731,10.0,34.0
758,1013456,0.7501789021429334,0.2498210978570667,Standard,timber,55.0,3.0,Fair,Never,Suspended,-1.92556,29.60749,10.0,40.0
759,1013458,0.39566251781680895,0.604337482183191,Standard,none,41.0,1.0,Fair,Never,Suspension,-1.96626,29.57464,10.0,32.0
760,1013463,0.02090927801813825,0.9790907219818618,Standard,timber,36.0,0.0,Good,Never,Suspension,-1.523318,29.691622,0.9,39.0
761,1013464,0.012178553323557068,0.9878214466764429,Standard,timber,40.0,1.0,Good,Never,Suspension,-1.530129,29.631873,0.5,32.0
762,1013466,0.7159325652832104,0.28406743471678964,Standard,stones,30.0,0.0,Good,Never,Suspended,-1.548732,29.515524,0.9,30.0
763,1013467,0.012178553323557068,0.9878214466764429,Standard,timber,20.0,0.0,Good,Never,Suspension,-1.527581,29.62739,0.3,36.0
764,1013468,0.012729781499351268,0.9872702185006487,Standard,timber,25.0,0.0,Good,Never,Suspended,-1.532046,29.62881,0.5,40.0
765,1013469,0.011636410798863203,0.9883635892011368,Standard,none,40.0,1.0,Good,Never,Suspension,-1.529524,29.633423,0.1,63.0
766,1013470,0.059103173867351484,0.9408968261326486,Standard,stones,90.0,0.0,Good,Never,Suspension,-1.477522,29.714723,0.1,43.0
767,1013471,0.5671841401529534,0.4328158598470466,Standard,timber,0.0,0.0,Good,Never,Suspension,-1.47301,29.53233,0.5,32.0
768,1013472,0.438032572312132,0.561967427687868,Standard,none,40.0,0.0,Good,Never,Suspension,-1.543877,29.546123,0.9,43.0
769,1013473,0.011606141373648557,0.9883938586263514,Standard,timber,30.0,0.0,unknown,Never,Suspension,-1.43056,29.624836,0.5,34.0
770,1013474,0.01466762845120466,0.9853323715487953,Standard,none,20.0,0.0,Good,Never,Suspended,-1.596674,29.658056,1.1,50.0
771,1013475,0.03007632396706475,0.9699236760329353,Standard,timber,10.0,1.0,Good,Seasonally,Suspended,-1.535683,29.745093,1.2,42.0
772,1013478,0.012178553323557068,0.9878214466764429,Standard,timber,30.0,0.0,Good,Never,Suspended,-1.527416,29.631312,1.1,32.0
773,1013480,0.09255642228284336,0.9074435777171567,Standard,none,60.0,0.0,unknown,Never,Suspended,-1.494191,29.715385,3.9,58.0
774,1013481,0.013528209653783761,0.9864717903462162,Standard,timber,0.0,0.0,unknown,Seasonally,Suspension,-1.577664,29.654812,1.5,43.0
775,1013482,0.3946174408124618,0.6053825591875382,Standard,none,40.0,0.0,Good,Seasonally,Suspended,-2.73310167,29.57745167,0.0,116.4
776,1013483,0.41251356486391005,0.5874864351360899,Standard,timber,120.0,0.0,Good,Seasonally,Suspension,-2.735675,29.59105333,3.3,65.8
777,1013484,0.6336955908683565,0.3663044091316435,Standard,timber,196.0,3.0,Good,Year Round,Suspension,-1.37445,29.80846,10.0,35.0
778,1013487,0.5042248443696498,0.4957751556303502,Outside of current engineering scope,none,0.0,0.0,Fair,Never,Suspended,-1.38143,29.81682,10.0,39.0
779,1013488,0.019599656007537852,0.9804003439924622,Standard,none,0.0,0.0,Good,Year Round,Suspension,-1.45014,29.67945,10.0,34.0
780,1013489,0.036120480379113584,0.9638795196208864,Standard,timber,48.0,0.0,Good,Seasonally,Suspended,-1.43466,29.6722,10.0,64.0
781,1013490,0.10461375731159805,0.895386242688402,Standard,timbe,72.0,0.0,Good,Seasonally,Suspension,-1.46467,29.74894,10.0,39.0
782,1013492,0.03604655520584525,0.9639534447941547,Standard,timber,35.0,0.0,Good,Year Round,Suspension,-1.42212,29.70465,10.0,31.0
783,1013493,0.0650899809328936,0.9349100190671065,Standard,timber,72.0,0.0,Good,Never,Suspension,-1.38299,29.71278,10.0,31.0
784,1013494,0.5944726942820303,0.4055273057179698,Standard,timber,75.0,1.0,Fair,Never,Suspension,-1.34705,29.82387,10.0,32.0
785,1013495,0.8610237742282852,0.13897622577171478,Standard,timber,75.0,0.0,Fair,Never,Suspended,-1.32782,29.83106,10.0,72.0
786,1013497,0.20257318833018997,0.7974268116698101,Standard,timber,75.0,0.0,Fair,Never,Suspended,-1.46659,29.74716,10.0,45.0
787,1013498,0.5944726942820303,0.4055273057179698,Standard,timber,72.0,0.0,unknown,unknown,Other,-1.36675,29.80889,10.0,17.0
788,1013499,0.09690377120351716,0.9030962287964829,Standard,timber,0.0,0.0,unknown,unknown,Other,-1.45314,29.73895,10.0,14.0
789,1013500,0.08598777496676552,0.9140122250332344,Standard,timber,32.0,0.0,Good,Seasonally,Suspension,-1.46061,29.74088,10.0,34.0
790,1013501,0.4726033003597525,0.5273966996402476,Standard,timber,0.0,0.0,Good,Never,Suspended,-1.33816,29.81862,10.0,31.0
791,1013502,0.14614752713019877,0.8538524728698013,Standard,none,120.0,5.0,Fair,Never,Suspension,-2.48655,29.65746,0.4,40.0
792,1013503,0.16091650667317556,0.8390834933268244,Standard,timber,15.0,1.0,Fair,Year Round,Suspension,-2.51947,29.6697,0.0,30.0
793,1013504,0.1463608818460908,0.8536391181539091,Standard,timber,0.0,0.0,Good,Year Round,Suspension,-2.51052,29.70255,0.2,30.0
794,1013505,0.04141606701644034,0.9585839329835597,Standard,timber,4.0,0.0,Fair,Year Round,Suspended,-2.63019,29.71337,0.2,30.0
795,1013506,0.12172963805337082,0.8782703619466291,Standard,none,20.0,0.0,Good,Year Round,Suspended,-2.61005,29.69215,0.2,39.0
796,1013507,0.24771782111654628,0.7522821788834537,Standard,timber,15.0,0.0,Fair,Never,Suspension,-2.63352,29.62583,0.2,30.0
797,1013508,0.12172963805337082,0.8782703619466291,Standard,timber,15.0,0.0,Good,Year Round,Suspended,-2.66388,29.69276,0.0,33.0
798,1013509,0.16038441905375767,0.8396155809462424,Standard,timber,7.0,0.0,Good,Year Round,Suspended,-2.58804,29.67228,1.6,30.0
799,1013510,0.18234178827523634,0.8176582117247636,Standard,timber,28.0,0.0,Good,Year Round,Suspension,-2.61104,29.65406,0.2,30.0
800,1013540,0.07090404951941966,0.9290959504805804,Standard,timber,70.0,1.0,Fair,Never,Suspended,-1.82053,29.54759,10.0,32.0
801,1013543,0.2750549899334126,0.7249450100665874,Standard,timber,84.0,3.0,Nonexistent,Never,Suspension,-2.10774,29.42038,10.0,33.0
802,1013544,0.2750549899334126,0.7249450100665874,Standard,timber,90.0,2.0,Fair,Never,Suspended,-2.1067,29.42296,10.0,30.0
803,1013545,0.33215982572808794,0.6678401742719121,Standard,timber,115.0,1.0,Fair,Never,Suspension,-2.11248,29.42269,10.0,32.0
804,1013546,0.5088050210286695,0.4911949789713304,Standard,timber,89.0,0.0,Fair,Never,Suspended,-2.12787,29.43396,10.0,35.0
805,1013548,0.4336051421729955,0.5663948578270046,Standard,timber,60.0,0.0,unknown,Never,Suspended,-2.14404,29.43463,10.0,30.0
806,1013549,0.8725629089126195,0.1274370910873805,Standard,timber,88.0,0.0,Nonexistent,Never,Suspension,-2.12657,29.45745,10.0,30.0
807,1013550,0.635489275051232,0.36451072494876813,Standard,none,89.0,1.0,Fair,Never,Suspension,-2.108,29.44281,10.0,32.0
808,1013551,0.22467667388462675,0.7753233261153732,Standard,none,99.0,1.0,Good,Seasonally,Suspension,-2.11251,29.41945,10.0,34.0
809,1013552,0.2246766738846267,0.7753233261153732,Standard,none,72.0,0.0,Good,Seasonally,Suspension,-2.11217,29.41652,10.0,34.0
810,1013553,0.3194166782951423,0.6805833217048577,Standard,timber,76.0,0.0,Fair,Never,Suspension,-2.11589,29.4245,10.0,30.0
811,1013554,0.07118688842827196,0.928813111571728,Standard,timber,103.0,0.0,Good,Never,Suspended,-2.09586,29.3907,10.0,38.0
812,1013558,0.21243981060328698,0.7875601893967131,Standard,timber,15.0,0.0,Good,Never,Suspended,-2.332639,29.249679,2.7,60.0
813,1013559,0.8596214313568207,0.1403785686431793,Standard,timber,20.0,0.0,Good,Seasonally,Suspended,-2.324086,29.237155,0.4,37.0
814,1013560,0.8596214313568207,0.14037856864317932,Standard,timber,25.0,0.0,Good,Never,Suspended,-2.316496,29.218564,2.1,39.0
815,1013562,0.8596214313568208,0.14037856864317932,Standard,timber,0.0,0.0,Good,Never,Suspended,-2.323533,29.254731,0.5,37.0
816,1013563,0.8596214313568208,0.14037856864317932,Standard,timber,0.0,0.0,Good,Never,Suspended,-2.304747,29.219334,1.5,40.0
817,1013564,0.7825972443840825,0.2174027556159175,Standard,timber,15.0,1.0,Good,Never,Suspended,-2.311176,29.239786,0.5,45.0
818,1013565,0.8596214313568207,0.14037856864317932,Standard,timber,25.0,1.0,Good,Never,Suspended,-2.322038,29.247239,1.5,44.0
819,1013566,0.043789372073639754,0.9562106279263602,Standard,stepping on stones,60.0,1.0,Good,Never,Suspended,-2.251326,29.21786,0.7,43.0
820,1013567,0.029625636913292067,0.9703743630867079,Standard,timber,90.0,0.0,Good,Never,Suspended,-2.26295,29.189909,0.1,45.0
821,1013569,0.3055157985824221,0.6944842014175778,Standard,timber,16.0,4.0,Fair,Never,Suspended,-2.301919,29.242738,2.3,56.0
822,1013571,0.1761629913419382,0.8238370086580619,Standard,timber,60.0,0.0,Good,Year Round,Suspension,-2.46509,29.94044,0.4,30.0
823,1013572,0.2173798015890386,0.7826201984109614,Standard,timber,100.0,4.0,Good,Never,Suspension,-2.40829,29.9468,0.2,30.0
824,1013573,0.16972839330534087,0.830271606694659,Standard,none,100.0,0.0,Good,Never,Suspension,-2.434,29.93238,0.2,30.0
825,1013574,0.13920150878626755,0.8607984912137325,Standard,timber,15.0,0.0,Good,Year Round,Suspension,-2.50203,29.91714,0.2,30.0
826,1013575,0.13450709392759824,0.8654929060724018,Standard,none,30.0,0.0,Good,Year Round,Suspension,-2.49883,29.927,0.2,30.0
827,1013577,0.10858331249971773,0.8914166875002822,Standard,none,30.0,0.0,Nonexistent,Year Round,Suspension,-2.52882,29.82786,0.0,30.0
828,1013578,0.10304567745661569,0.8969543225433843,Standard,timber,10.0,0.0,Good,Never,Suspension,-2.4855,29.84336,0.0,30.0
829,1013579,0.1248808201612694,0.8751191798387306,Standard,timber,30.0,0.0,Good,Never,Suspension,-2.49034,29.87577,0.8,30.0
830,1013580,0.13450709392759824,0.8654929060724018,Standard,bridge in disrepair,30.0,0.0,Good,Year Round,Suspension,-2.50934,29.90858,0.6,30.0
831,1013595,0.060093538987719144,0.9399064610122808,Standard,none,28.0,0.0,Fair,Never,Suspended,-1.9233,29.469722,10.0,46.0
833,1013599,0.24397969175468687,0.7560203082453132,Standard,none,36.0,0.0,Good,Never,Suspended,-1.74886,29.87465,10.0,179.0
834,1013601,0.20295783948963667,0.7970421605103634,Standard,timber,48.0,7.0,Good,Year Round,Suspension,-1.73099,29.87352,10.0,96.0
835,1013603,0.4154801005720916,0.5845198994279084,Standard,timber,46.0,2.0,Good,Year Round,Suspension,-1.65105,29.80862,10.0,68.0
836,1013605,0.0006232274709951739,0.9993767725290048,Standard,none,28.0,2.0,Good,Never,Suspended,-1.97905,29.36179,10.0,39.0
837,1013611,0.2601214077961547,0.7398785922038452,Standard,timber,140.0,1.0,Good,Seasonally,Suspension,-2.59941667,29.56459167,0.5,33.4
838,1013612,0.010347988101231371,0.9896520118987686,Standard,timber,30.0,0.0,Fair,Seasonally,Suspended,-2.56125667,29.56492833,4.7,85.0
839,1013613,0.04288332514172936,0.9571166748582707,Standard,timber,90.0,3.0,Good,Seasonally,Suspended,-2.62757667,29.43474,0.3,58.4
840,1013614,0.4086316072906246,0.5913683927093754,Standard,none,20.0,0.0,Good,Seasonally,Suspended,-2.74995333,29.62531333,5.7,63.8
841,1013618,0.9982604188334302,0.0017395811665698118,Standard,timber,60.0,0.0,Good,Year Round,Suspended,-1.591966,29.876044,10.0,30.0
842,1013619,0.7316393094675909,0.2683606905324091,Standard,vehicular bridge in renforced concrete,0.0,0.0,Good,Year Round,Other,-1.93923,30.46986,10.0,10.0
843,1013620,0.34779747574937875,0.6522025242506213,Standard,timber,92.0,0.0,Good,Year Round,Suspended,-1.90822,30.4727,10.0,37.0
844,1013621,0.793314553067742,0.2066854469322581,Standard,none,0.0,0.0,Good,Year Round,Suspension,-1.95182,30.59996,10.0,39.0
845,1013622,0.8144466601665027,0.18555333983349737,Standard,timber,0.0,0.0,Good,Year Round,Suspension,-1.95152,30.59912,10.0,32.0
846,1013624,0.007601537196999543,0.9923984628030004,Standard,timber,28.0,0.0,Good,Year Round,Suspension,-1.92376,29.32233,10.0,60.0
847,1013625,0.3780650305553786,0.6219349694446213,Standard,timber,28.0,1.0,Good,Never,Suspended,-1.76314,29.30402,10.0,70.0
848,1013627,0.10468043827754243,0.8953195617224575,Standard,timber,46.0,0.0,Good,Year Round,Suspended,-1.68267,29.67093,10.0,51.5
849,1013629,0.05304637338807062,0.9469536266119294,Standard,none,365.0,1.0,Good,Never,Suspended,-1.92009,29.46229,10.0,35.0
850,1013630,0.0549496721427944,0.9450503278572056,Standard,none,28.0,0.0,Good,Never,Suspended,-1.92623,29.44603,10.0,95.0
851,1013631,0.01639549767623639,0.9836045023237636,Standard,timber,365.0,1.0,Good,Never,Suspended,-1.87014,29.37139,10.0,70.0
852,1013633,0.003676003119105385,0.9963239968808946,Standard,timber,28.0,2.0,Good,Never,Suspended,-1.88027,29.34277,10.0,50.0
853,1013634,0.0026671205790025445,0.9973328794209975,Standard,timber,28.0,0.0,Good,Never,Suspended,-1.880833,29.341388,10.0,36.0
854,1013635,0.003010338736781674,0.9969896612632183,Standard,timber,28.0,0.0,Good,Never,Suspension,-1.876944,29.348055,10.0,40.0
855,1013636,0.027692694455798066,0.972307305544202,Standard,timber,28.0,0.0,Good,Never,Suspended,-1.81695,29.29326,10.0,40.0
856,1013637,0.0033076508404199134,0.99669234915958,Standard,timber,28.0,0.0,Good,Never,Suspended,-1.81635,29.29171,10.0,31.0
857,1013638,0.2709980432266019,0.7290019567733982,Standard,timber,28.0,2.0,Good,Never,Suspended,-1.80494,29.30232,10.0,69.0
858,1013640,0.24735798525202762,0.7526420147479723,Standard,timber,28.0,2.0,Good,Never,Suspended,-1.8054,29.29628,10.0,77.0
859,1013643,0.05608663133968152,0.9439133686603185,Standard,none,28.0,0.0,Good,Never,Suspended,-1.91805,29.43911,10.0,72.0
860,1013644,0.05608663133968152,0.9439133686603185,Standard,none,28.0,0.0,Good,Never,Suspended,-1.90752,29.44373,10.0,70.0
861,1013649,0.00415638710056146,0.9958436128994386,Standard,timber,28.0,0.0,Good,Never,Suspended,-1.85333,29.320833,10.0,50.0
862,1013650,0.05816934714499904,0.9418306528550009,Standard,timber,28.0,1.0,Good,Seasonally,Suspension,-1.8577,29.3111,10.0,71.0
863,1013651,0.007340350713622489,0.9926596492863775,Standard,none,28.0,1.0,Good,Never,Suspension,-1.855,29.31,10.0,60.0
864,1013653,0.06543431246347149,0.9345656875365285,Standard,none,40.0,0.0,Good,Never,Suspended,-1.85666,29.290277,10.0,145.0
865,1013655,0.004107891630347267,0.9958921083696527,Standard,unknown,28.0,2.0,Good,Never,Suspended,-1.84493,29.34447,10.0,43.0
866,1013656,0.06543431246347149,0.9345656875365285,Standard,timber,36.0,0.0,Good,Year Round,Suspended,-1.85047,29.33792,10.0,111.0
867,1013657,0.004205374739770116,0.99579462526023,Standard,timber,28.0,4.0,Good,Never,Suspended,-1.84792,29.33218,10.0,57.0
868,1013659,0.00371992420107096,0.9962800757989291,Standard,timber,28.0,0.0,Good,Never,Suspended,-1.8777,29.3219444,10.0,50.0
869,1013660,0.0023265073283306355,0.9976734926716694,Standard,timber,28.0,0.0,Good,Seasonally,Suspension,-1.87722,29.319444,10.0,32.5
870,1013664,0.020484809577861966,0.979515190422138,Standard,timber,365.0,0.0,Good,Never,Suspended,-1.85645,29.36927,10.0,64.2
871,1013666,0.44656275291745096,0.553437247082549,Standard,timber,46.0,0.0,Good,Year Round,Suspended,-1.64738,29.80296,10.0,51.0
872,1013667,0.4349721555343753,0.5650278444656248,Standard,timber,40.0,0.0,Good,Year Round,Suspension,-1.6279,29.79311,10.0,64.0
873,1013669,0.41123780802627946,0.5887621919737205,Standard,timber,26.0,0.0,Good,Never,Suspension,-1.61413,29.79371,10.0,60.0
874,1013671,0.26648132644855044,0.7335186735514496,Standard,timber,36.0,2.0,Good,Never,Suspended,-1.79797,29.80379,10.0,125.0
875,1013674,0.004295506210432757,0.9957044937895673,Standard,timber,28.0,0.0,Good,Never,Suspension,-1.86618,29.33919,10.0,56.0
876,1013675,0.49938458619458315,0.500615413805417,Standard,none,36.0,0.0,Good,Year Round,Suspension,-1.64821,29.85487,10.0,58.0
877,1013676,0.7542673774060356,0.24573262259396447,Standard,timber,40.0,8.0,Good,Year Round,Suspended,-1.62306,29.86773,10.0,85.0
878,1013677,0.413217051383901,0.5867829486160989,Standard,timber,46.0,1.0,Good,Year Round,Suspension,-1.66137,29.84701,10.0,78.0
879,1013679,0.20295783948963667,0.7970421605103634,Standard,timber,36.0,2.0,Good,Never,Suspended,-1.76435,29.8756,10.0,79.0
880,1013681,0.19427383336069717,0.8057261666393027,Standard,timber,25.0,0.0,Fair,Never,Suspended,-1.79831,29.83496,10.0,71.0
881,1013682,0.12536473651754496,0.874635263482455,Standard,timber,36.0,0.0,Good,Year Round,Suspension,-1.68267,29.67093,10.0,60.0
882,1013684,0.06728377763091768,0.9327162223690824,Standard,timber,49.0,1.0,Good,Never,Suspension,-1.61659,29.7064,10.0,56.0
883,1013685,0.13544846927107332,0.8645515307289267,Standard,timber,36.0,0.0,Good,Never,Suspension,-1.62252,29.70826,10.0,105.0
884,1013686,0.13544846927107332,0.8645515307289267,Standard,timber,36.0,2.0,Good,Never,Suspended,-1.61835,29.7302,10.0,121.0
885,1013688,0.004251865798873295,0.9957481342011267,unknown,unknown,46.0,0.0,unknown,Year Round,unknown,-2.0312,29.39964,10.0,44.0
886,1013689,0.26622511680264677,0.7337748831973532,Standard,timber,36.0,0.0,Good,Never,Suspended,-1.66377,29.80285,10.0,95.0
887,1013690,0.3622873053190842,0.6377126946809158,Standard,timber,28.0,0.0,Good,Year Round,Suspension,-1.63772,29.81581,10.0,82.5
888,1013691,0.3880245645340453,0.6119754354659548,Standard,timber,10.0,1.0,Good,Never,Suspended,-1.62681,29.80387,10.0,79.0
889,1013693,0.6159742693120113,0.3840257306879887,Standard,timber,90.0,0.0,Good,Year Round,Suspension,-1.9314,30.60922,10.0,41.0
890,1013694,0.727830347547623,0.272169652452377,Standard,timber,96.0,0.0,Fair,Never,Suspended,-1.46159,29.82579,10.0,30.0
891,1013695,0.9578317852579125,0.04216821474208752,Outside of current engineering scope,timber,75.0,0.0,Good,Year Round,Suspension,-1.45343,29.85064,10.0,230.0
892,1013697,0.5363756049157047,0.46362439508429537,Standard,none,90.0,0.0,Good,Never,Suspension,-1.91118,30.56047,10.0,49.0
893,1013699,0.04131189735704128,0.9586881026429587,Standard,timber,60.0,1.0,Good,Never,Suspended,-2.286079,29.17952,1.1,44.0
894,1013702,0.28348701849852825,0.7165129815014718,Standard,none,45.0,1.0,Good,Never,Suspended,-2.337668,29.186374,0.1,47.0
895,1013703,0.04634949764073659,0.9536505023592634,Standard,none but now they cross over dam.,90.0,0.0,Good,Never,Suspension,-2.288204,29.197543,0.5,40.0
896,1013704,0.5590620657792936,0.4409379342207064,Standard,timber,86.0,0.0,Good,Year Round,Suspension,-1.89013,30.61139,10.0,67.0
897,1013705,0.7277505012722227,0.27224949872777726,Standard,timber,86.0,0.0,Good,Year Round,Other,-1.96456,30.66115,10.0,30.0
898,1013706,0.6744899763404894,0.3255100236595107,Standard,timber,96.0,0.0,Good,Year Round,Suspension,-2.06686,30.62524,10.0,48.0
899,1013707,0.7152547806124828,0.2847452193875171,Standard,none,12.0,1.0,Good,Seasonally,Suspended,-2.0901,30.65996,10.0,40.0
900,1013708,0.9996624706234176,0.00033752937658228607,Standard,none,36.0,0.0,Good,Never,Suspended,-1.5066,29.99458,10.0,51.0
901,1013709,0.9998169444636148,0.00018305553638523365,Standard,none,36.0,0.0,Good,Never,Suspension,-1.47722,29.94955,10.0,41.0
902,1013710,0.9772234223809274,0.02277657761907251,Standard,timber,123.0,0.0,Good,Never,Suspension,-1.43601,29.85018,10.0,64.0
903,1013711,0.6406574508307864,0.3593425491692136,Standard,timber,0.0,0.0,Good,Year Round,Suspension,-1.9054,30.55323,10.0,37.0
904,1013712,0.15347125166099881,0.8465287483390013,Standard,none,100.0,0.0,Good,Never,Suspended,-2.12346,29.40763,10.0,40.0
905,1013713,0.9885374710780486,0.011462528921951477,Standard,none,78.0,1.0,Nonexistent,Never,Suspension,-2.14826,29.46926,10.0,32.0
906,1013714,0.20664750579440241,0.7933524942055976,Standard,none,127.0,0.0,Fair,Never,Suspension,-2.0824,29.4245,10.0,35.0
907,1013715,0.7533158728181725,0.2466841271818275,Standard,timber,20.0,0.0,Good,Seasonally,Suspension,-2.335284,29.184096,2.3,44.0
908,1013716,0.08211745178601482,0.9178825482139852,Standard,timber,45.0,4.0,Good,Never,Suspended,-2.319874,29.161228,0.1,55.0
909,1013720,0.022727352072243558,0.9772726479277564,Standard,none,88.0,0.0,Good,Never,Suspension,-2.18681,29.42727,10.0,32.0
910,1013722,0.30975960378378614,0.6902403962162139,Standard,timber,60.0,0.0,unknown,unknown,Suspension,-2.312095,29.149186,0.7,33.0
911,1013725,0.02663771888635277,0.9733622811136472,Standard,timber,60.0,4.0,Good,Never,Suspension,-2.59149,29.75931,0.2,30.0
912,1013726,0.029007840081261387,0.9709921599187386,Standard,timber,0.0,0.0,Good,Year Round,Suspension,-2.59415,29.77829,0.0,30.0
913,1013727,0.038093795958883236,0.9619062040411167,Standard,none,20.0,0.0,Good,Never,Suspension,-2.64711,29.80976,0.2,30.0
914,1013728,0.036486540200119454,0.9635134597998806,Standard,timber,6.0,0.0,Good,Year Round,Suspension,-2.65762,29.81981,0.2,30.0
915,1013729,0.06692008113730225,0.9330799188626978,Standard,none,70.0,50.0,Good,Never,Suspension,-2.56425,29.78521,0.8,30.0
916,1013730,0.04977384444896232,0.9502261555510376,Standard,timber,60.0,0.0,Good,Never,Suspension,-2.57166,29.78138,0.0,30.0
917,1013731,0.08777709177601756,0.9122229082239824,Standard,none,10.0,0.0,Good,Never,Suspension,-2.55904,29.83055,0.0,30.0
918,1013732,0.10820186163411527,0.8917981383658847,Standard,timber,60.0,0.0,Good,Year Round,Suspension,-2.52261,29.86105,0.5,30.0
919,1013733,0.11433297254827289,0.8856670274517271,Standard,timber,14.0,0.0,Good,Never,Suspension,-2.51012,29.86378,0.2,30.0
920,1013734,0.1143329725482729,0.8856670274517271,Standard,timber,0.0,0.0,Good,Never,Suspension,-2.4919,29.85804,0.2,30.0
921,1013745,0.823322413704622,0.17667758629537794,Standard,timber,60.0,0.0,Good,Never,Suspension,-1.64805,30.01587,10.0,55.0
922,1013746,0.10863506004718881,0.8913649399528112,Standard,none,90.0,0.0,Good,Seasonally,Suspension,-1.8472,30.02041,10.0,43.0
923,1013748,0.04637096062259233,0.9536290393774076,Standard,timber,30.0,0.0,Good,Seasonally,Suspended,-1.82989,29.92981,10.0,30.0
924,1013749,0.050116303660348305,0.9498836963396516,unknown,unknown,46.0,0.0,unknown,Year Round,unknown,-1.78679,29.93873,10.0,44.0
925,1013750,0.10630802019244877,0.8936919798075512,Standard,timber,150.0,0.0,Good,Seasonally,Suspended,-1.83904,29.97107,10.0,48.0
926,1013751,0.08803848536977517,0.9119615146302249,Standard,timber,120.0,0.0,Fair,Seasonally,Suspended,-1.79607,29.9438,10.0,38.5
927,1013752,0.09975956192744874,0.9002404380725513,Standard,none,120.0,0.0,Good,Never,Suspended,-1.83068,29.90837,10.0,43.0
928,1013753,0.06652655889036327,0.9334734411096368,Standard,timber,90.0,0.0,Good,Year Round,Suspended,-1.77387,29.93239,10.0,40.0
929,1013754,0.03840677682549901,0.961593223174501,Standard,timber,45.0,0.0,Nonexistent,Year Round,Suspension,-1.75492,29.92516,10.0,35.0
930,1013755,0.6308269999823995,0.3691730000176005,Standard,timber,90.0,0.0,Good,Never,Suspension,-1.66643,30.03168,10.0,38.0
931,1013756,0.09948917448360935,0.9005108255163907,unknown,unknown,46.0,0.0,Good,Seasonally,unknown,-1.83463,30.04618,10.0,44.0
932,1013757,0.7465065673738084,0.2534934326261917,Standard,none,90.0,0.0,Good,Never,Suspended,-1.63989,30.01374,10.0,30.0
933,1013758,0.1279259325143331,0.872074067485667,unknown,unknown,46.0,0.0,unknown,Year Round,unknown,-1.74472,29.53323,10.0,44.0
934,1013759,0.05273550048610239,0.9472644995138976,Standard,timber,120.0,1.0,Good,Year Round,Suspended,-1.74404,29.53444,10.0,32.0
935,1013763,0.09049731581831269,0.9095026841816873,Standard,none,120.0,1.0,Good,Year Round,Suspension,-1.77748,30.01516,10.0,41.0
936,1013764,0.06831042748315706,0.9316895725168429,unknown,unknown,46.0,0.0,Good,Year Round,unknown,-1.795,30.03292,10.0,44.0
937,1013772,0.030530255350397655,0.9694697446496023,Standard,none,90.0,0.0,Good,Seasonally,Suspended,-2.18591,29.43513,10.0,32.0
938,1013775,0.023432645707934758,0.9765673542920652,Standard,none,89.0,1.0,Good,Seasonally,Suspended,-2.16427,29.41347,10.0,36.0
939,1013778,0.13685960308751266,0.8631403969124873,Standard,timber,78.0,2.0,Good,Seasonally,Suspension,-2.08015,29.4189,10.0,32.0
940,1013779,0.6619337621690924,0.3380662378309077,Standard,timber,60.0,2.0,Good,Never,Suspended,-2.0924,29.44834,10.0,30.0
941,1013780,0.6619337621690924,0.3380662378309077,Standard,timber,70.0,0.0,Good,Seasonally,Suspension,-2.08381,29.45655,10.0,31.0
942,1013781,0.9874397000519536,0.012560299948046402,Standard,timber,65.0,0.0,Good,Seasonally,Suspended,-2.13355,29.5053,10.0,32.0
