,Project_code,Unsuitable,Suitable,Bridge_classification,Crossing,Days_per_year_river_is_flooded,River_crossing_injuries_in_last_3_years,Cell_service_quality,4WD_Accessibility,Bridge_Type,Proposed_Bridge_Location(GPS)(Latitude),Proposed_Bridge_Location(GPS)(Longitude),Height_differential_between_banks,Estimated_span(m)
0,1009317,0.47540949661408644,0.5245905033859136,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.760833,29.488056,10.0,44.0
1,1007325,0.11715763945592801,0.882842360544072,unknown,timber,120.0,2.0,Fair,Seasonally,unknown,-2.322534,29.141944,0.7,10.0
3,1007466,2.2283861061005585e-05,0.9999777161389389,Standard,timber,60.0,0.0,Fair,Seasonally,Suspended,-2.47640667,29.4208,1.1,47.4
4,1007495,0.1651134362018872,0.8348865637981129,Standard,timber,35.0,4.0,Good,Never,Suspended,-2.233574,29.575366,1.1,90.0
5,1007507,0.0393537066726117,0.9606462933273884,Outside of current engineering scope,none,365.0,0.0,Good,unknown,Suspension,-2.2333694,29.575727,10.0,108.0
6,1007525,0.22285080715452624,0.7771491928454737,Standard,none,24.0,0.0,Good,Never,Suspended,-2.329779,29.668688,0.4,60.0
7,1007530,0.4207758603066882,0.5792241396933118,Standard,timber,120.0,4.0,Good,Seasonally,Suspended,-1.94142,30.034608,10.0,4.0
8,1007535,0.001027895330894588,0.9989721046691055,unknown,timber,40.0,4.0,Nonexistent,Seasonally,unknown,-2.7761,29.464528,10.0,44.0
9,1007539,0.04633602456936367,0.9536639754306363,unknown,none,180.0,5.0,Fair,Year Round,unknown,-2.697944,29.446917,10.0,44.0
10,1007544,0.3603457951936317,0.6396542048063684,Standard,none,121.0,0.0,Good,Never,Suspension,-2.71578,29.67607,10.0,50.0
11,1007563,0.3021807712483599,0.69781922875164,Standard,timber,120.0,1.0,Good,Year Round,Suspension,-2.69808,29.54557,10.0,67.5
12,1007572,0.41019766977136357,0.5898023302286364,Standard,timber,60.0,6.0,Nonexistent,Seasonally,Suspended,-2.7891,29.56721,0.1,87.0
13,1007580,0.01367630231456437,0.9863236976854356,Standard,none,35.0,0.0,Fair,Seasonally,Suspended,2.79415,29.6986,0.3,45.8
14,1007590,0.04592845292966104,0.954071547070339,Standard,timber,60.0,0.0,Fair,Seasonally,Suspension,-2.63522167,29.45740167,0.1,60.0
16,1009064,0.44412338733752954,0.5558766126624705,unknown,timber,90.0,1.0,Fair,unknown,unknown,-1.692028,29.294444,10.0,44.0
17,1009067,0.5902747307749237,0.40972526922507635,unknown,timber,30.0,0.0,Fair,unknown,unknown,-1.746972,29.370611,10.0,44.0
19,1009311,0.3562860121330562,0.6437139878669438,unknown,none,40.0,3.0,Good,Seasonally,unknown,-2.77676167,29.62627167,10.0,44.0
20,1009445,0.003884070625717835,0.9961159293742822,Requires additional engineering,timber,30.0,2.0,Fair,unknown,Suspended,-2.115072,29.700843,0.1,44.0
21,1010941,0.5062286556732076,0.4937713443267924,Requires additional engineering,timber,120.0,2.0,Good,Seasonally,Suspension,-1.83113,29.62303,10.0,80.0
22,1011307,0.08208276394087553,0.9179172360591245,Standard,timber,365.0,3.0,Good,Never,Suspended,-1.77286,29.37514,10.0,53.0
23,1011309,0.060144100376331944,0.939855899623668,Standard,timber,365.0,0.0,Good,Never,Suspended,-1.763,29.37679,10.0,87.0
24,1012457,0.025515552123249373,0.9744844478767506,Standard,none,120.0,1.0,Fair,Never,Suspended,-2.02408333,29.41472222,0.2,63.0
25,1012480,0.014362380412268007,0.985637619587732,Standard,none,330.0,8.0,Fair,Never,Suspended,-2.062615,29.67597263,0.7,95.0
27,1012813,0.00097067967275047,0.9990293203272496,Standard,none,34.0,0.0,Good,Never,Suspended,-1.985833,29.40916,10.0,49.0
28,1012817,0.19324472408556345,0.8067552759144365,Standard,none,60.0,1.0,Fair,Seasonally,Suspended,-2.304674,29.472585,1.1,60.0
29,1012953,0.0016478453084751226,0.9983521546915249,Standard,timber,70.0,1.0,Fair,Seasonally,Suspension,-2.01211492,29.76212259,10.0,40.0
30,1012986,0.0467647124142477,0.9532352875857523,Standard,none,365.0,2.0,Good,Never,Suspension,-1.94833,29.493611,10.0,60.0
31,1012997,0.010231082080677396,0.9897689179193226,Standard,timber,60.0,3.0,Good,Seasonally,Suspended,-2.540715,29.503838,4.3,81.0
32,1013218,0.04701603828305439,0.9529839617169457,Standard,none,150.0,8.0,Good,Seasonally,Suspension,-2.52565,29.568185,1.3,74.8
34,1013353,0.05803606211602167,0.9419639378839783,Standard,none,70.0,0.0,Fair,Never,Suspension,-2.026616,29.57632,10.0,90.0
35,1013457,0.3055411177728548,0.6944588822271452,Standard,timber,82.0,1.0,Fair,Never,Suspended,-1.94955,29.56793,10.0,30.0
36,1013541,0.05212807338344543,0.9478719266165545,Standard,none,60.0,2.0,Nonexistent,Never,Suspension,-1.81792,29.54411,10.0,50.0
37,1013641,0.02769269445579807,0.972307305544202,Standard,none,28.0,1.0,Good,Never,Suspended,-1.80169,29.29776,10.0,37.0
38,1013652,0.0033447332347155668,0.9966552667652844,Standard,none,48.0,1.0,Good,Never,Suspended,-1.86777,29.289722,10.0,44.0
39,1013658,0.04245139801073872,0.9575486019892613,Standard,timber,28.0,5.0,Good,Never,Suspended,-1.8675,29.324166,10.0,69.0
40,1013662,0.017833133896532703,0.9821668661034674,Standard,none,365.0,0.0,Good,Never,Suspended,-1.90122,29.37049,10.0,101.0
41,1017673,0.0023666021915941127,0.9976333978084059,Standard,fording,46.0,3.0,Good,Seasonally,Suspension,-2.012167,29.763889,10.0,35.0
43,RW127,0.35571033724685513,0.6442896627531448,unknown,timber,90.0,0.0,Fair,unknown,unknown,-2.711764,29.557267,0.3,6.0
44,1007342,0.17517321492065868,0.8248267850793413,Standard,timber,36.0,0.0,Fair,Year Round,Suspension,-1.6938888889,29.6486111111,10.0,80.0
45,1007347,0.08858159309296999,0.91141840690703,Standard,timber,30.0,2.0,Fair,Year Round,Suspension,-1.781111111,29.8791666667,10.0,44.0
46,1013678,0.2828315731255907,0.7171684268744093,Standard,timber,365.0,3.0,Good,Year Round,Suspension,-1.66344,29.83439,10.0,80.0
47,1015693,0.03955449113892678,0.9604455088610733,Standard,timber,46.0,0.0,Fair,Never,Suspended,-1.621187,29.660569,0.4,58.0
48,1007340,0.543504947249406,0.45649505275059393,Standard,timber,21.0,0.0,Good,Never,Suspended,-1.738888,29.755277,10.0,20.0
49,1007387,0.5275448319105333,0.4724551680894667,Standard,none,90.0,3.0,Good,Seasonally,Suspension,-2.14783,29.535028,1.5,79.4
50,1007391,0.13643414926678726,0.8635658507332128,Standard,none,140.0,2.0,Good,Seasonally,Suspended,-2.15350833,29.356425,1.7,43.0
51,1007412,0.07712284312765491,0.9228771568723451,Standard,none,365.0,0.0,Fair,Never,Suspension,-1.536111111,29.679166666,10.0,75.0
52,1007423,0.08036918443602056,0.9196308155639795,Standard,existing bridge was gone,1.0,7.0,Fair,Never,Suspended,-1.80202,29.64597,10.0,58.0
53,1007424,0.37507550164142023,0.6249244983585798,Standard,timber,2.0,2.0,Good,Never,Suspended,-1.85605607,29.62150397,10.0,93.8
54,1007426,0.1866123054427185,0.8133876945572815,Standard,timber,7.0,5.0,Good,Never,Suspended,-1.819809,29.6066111,10.0,67.0
55,1007439,0.9783088163070864,0.021691183692913524,Standard,timber,8.0,5.0,Good,Year Round,Suspended,-1.6198,29.50244,10.0,35.4
56,1007444,0.8193195554552507,0.18068044454474938,Standard,none,6.0,0.0,Fair,Seasonally,Suspended,-1.681,29.50024,10.0,73.0
57,1007453,0.5404588623824633,0.4595411376175367,Standard,none,14.0,1.0,Fair,Never,Suspended,-1.70215,29.51309,10.0,42.4
58,1007455,0.9998522075331134,0.00014779246688654884,Standard,none,154.0,0.0,Good,Seasonally,Suspension,-1.334487,30.250622,10.0,61.0
59,1007458,0.999858906679969,0.000141093320030922,Standard,none,365.0,3.0,Good,Year Round,Suspension,-1.308813,30.314539,10.0,72.0
60,1007463,0.00022164098970292636,0.9997783590102971,Standard,timber,15.0,1.0,Fair,Seasonally,Suspended,-2.45195667,29.427665,0.5,65.8
61,1007465,0.012348348362453049,0.987651651637547,Standard,timber,30.0,3.0,Good,Never,Suspension,-2.345116,29.43387,0.9,45.0
62,1007469,0.2899824763104263,0.7100175236895738,Standard,none,120.0,0.0,Good,Never,Suspended,-2.213863,29.563708,5.7,74.0
63,1007471,0.025384718882401628,0.9746152811175984,Standard,timber,70.0,3.0,Good,Seasonally,Suspended,-2.4243,29.5426533,2.7,69.5
64,1007472,4.0289329831417075e-05,0.9999597106701685,Outside of current engineering scope,none,60.0,4.0,Fair,Seasonally,Suspension,-2.47291333,29.42335667,0.0,58.4
65,1007473,0.4492402034757589,0.5507597965242411,Standard,none,70.0,0.0,Good,Never,Suspension,-2.21156,29.544015,0.7,55.0
66,1007477,0.00021556951091943754,0.9997844304890806,Standard,timber,10.0,1.0,Fair,Seasonally,Suspended,-2.4477333,29.41455333,4.9,60.3
67,1007491,0.020788588746563752,0.9792114112534362,Standard,timber,60.0,5.0,Nonexistent,Seasonally,Suspended,-2.436162,29.52308,1.0,75.4
68,1007497,0.0797587409895371,0.9202412590104628,Standard,none,60.0,0.0,Fair,Never,Suspended,-2.265518,29.585978,0.7,55.0
69,1007499,0.09257282477385044,0.9074271752261496,Standard,none,30.0,1.0,Good,Never,Suspended,-2.294523,29.55516,3.3,55.0
70,1007508,0.06288166251632153,0.9371183374836785,Standard,timber,60.0,1.0,Good,Never,Suspension,-2.280762,29.206295,0.3,59.0
71,1007515,0.22995724021101482,0.7700427597889851,Standard,none,120.0,4.0,Good,Never,Suspension,-2.19761,29.277965,0.3,44.0
72,1007522,0.2712338342912174,0.7287661657087826,Standard,timber,90.0,0.0,Fair,Seasonally,Suspension,-2.32999,29.64216,0.4,32.0
73,1007528,0.04307177603486391,0.956928223965136,Standard,none,90.0,1.0,Fair,Year Round,Suspension,-2.29248,29.61608,0.2,72.0
74,1007538,0.08297419956791847,0.9170258004320815,Standard,timber,180.0,3.0,Fair,Year Round,Suspended,-2.69445,29.45532,10.0,45.0
75,1007548,0.05519825472067779,0.9448017452793221,Standard,timber,40.0,4.0,Fair,Seasonally,Suspended,-2.667,29.4581,2.1,88.0
76,1007556,0.38931154884692215,0.6106884511530779,Standard,timber,120.0,1.0,Fair,Year Round,Suspended,-2.73581,29.56682,10.0,84.0
77,1007557,0.33829115797442616,0.6617088420255739,Standard,none,90.0,0.0,Good,Year Round,Suspended,-2.68572,29.47124,10.0,40.0
78,1007562,0.09457658028669151,0.9054234197133084,Standard,timber,35.0,2.0,Fair,Seasonally,Suspended,-2.654561,29.439786,0.2,48.4
79,1007570,0.03468125510964991,0.9653187448903501,Standard,timber,120.0,0.0,Good,Year Round,Suspended,-2.69743,29.43339,10.0,37.0
80,1007582,0.0010278953308945882,0.9989721046691055,Standard,timber,50.0,0.0,Fair,Seasonally,Suspended,-2.7557222,29.4549167,1.3,45.2
81,1007593,0.05727666100810421,0.9427233389918958,Standard,timber,65.0,2.0,Good,Seasonally,Suspended,-2.63333889,29.454444,4.0,63.4
82,1007599,0.12594123152779504,0.8740587684722049,Standard,timber,150.0,3.0,Fair,Never,Suspension,-2.53305556,29.53638889,10.0,50.0
83,1007600,0.6606255663664969,0.33937443363350306,Standard,timber,18.0,0.0,Good,Seasonally,Suspended,-1.71333,29.3925,10.0,60.0
84,1007604,0.6606255663664969,0.3393744336335031,Standard,unknown,36.0,0.0,Fair,Never,Suspended,-1.7091666,29.3777,10.0,60.0
85,1007617,0.08751727133637555,0.9124827286636245,Standard,timber,8.0,0.0,Good,Year Round,Suspended,-1.72441,30.0589,10.0,40.0
86,1007620,0.8463883269662696,0.15361167303373033,Standard,timber,21.0,0.0,Good,Seasonally,Suspended,-1.66139,29.88583,10.0,36.0
87,1007629,0.6446068218140678,0.35539317818593213,Standard,timber,16.0,1.0,Good,Seasonally,Suspension,-1.68333,29.89917,10.0,45.0
88,1007630,0.06007022864429236,0.9399297713557077,Standard,"none, only two stones that are in the river used to crossing",28.0,7.0,Good,Year Round,Suspension,-1.75497,30.08422,10.0,46.0
89,1007635,0.015547167596704407,0.9844528324032956,Standard,none,28.0,1.0,Good,Year Round,Suspension,-1.76842,30.06324,10.0,83.0
90,1007636,0.03032518638104129,0.9696748136189587,Standard,timber,35.0,0.0,Good,Year Round,Suspended,-1.80183,30.07574,1.4,87.0
91,1007637,0.028907285224709797,0.9710927147752902,Standard,no existing bridge,28.0,0.0,Good,Year Round,Suspension,-1.75328,30.01969,10.0,64.0
92,1007642,0.04147374441291648,0.9585262555870836,Standard,none,14.0,0.0,Good,Year Round,Suspended,-1.75152,30.00904,10.0,35.0
93,1007647,0.028907285224709794,0.9710927147752902,Standard,none,41.0,3.0,Good,Year Round,Suspended,-1.74817,30.03081,10.0,62.4
94,1007649,0.9872251264253482,0.01277487357465171,Standard,timber,4.0,0.0,Good,Seasonally,Suspension,-1.62269,29.89036,10.0,46.0
95,1007660,0.014154531949726087,0.9858454680502738,Standard,timber,46.0,2.0,Good,Year Round,Suspension,-2.68722,29.02778,10.0,75.0
96,1007670,0.01639549767623639,0.9836045023237636,Standard,timber,365.0,1.0,Good,Never,Suspended,-1.89155,29.38262,10.0,63.0
97,1007672,0.49355586342321767,0.5064441365767822,Standard,timber,240.0,4.0,Good,Never,Suspension,-1.95555,29.95166,10.0,50.0
98,1007673,0.002667120579002545,0.9973328794209975,Standard,timber,15.0,0.0,Good,Year Round,Suspension,-1.915,29.37083,10.0,40.0
99,1007676,0.0004855948832647219,0.9995144051167353,Standard,none,36.0,5.0,Good,Never,Suspension,-1.96638,29.35777,10.0,74.0
100,1007898,0.32249266406620203,0.677507335933798,Standard,none,365.0,4.0,Good,Year Round,Suspended,-1.65575,29.8198,10.0,55.0
101,1007899,0.2315646916193947,0.7684353083806054,unknown,unknown,46.0,0.0,unknown,Never,Suspension,-2.3381,29.6548,10.0,44.0
102,1008002,0.0699776218471198,0.9300223781528801,Standard,fjording by foot,10.0,0.0,Fair,Year Round,Suspension,-1.78583333,30.0825,1.59,35.0
104,1009280,0.32370123819332264,0.6762987618066774,Standard,timber,365.0,2.0,Good,Year Round,Suspension,-2.41201,29.67439,0.2,40.0
105,1009296,0.20681025151469717,0.7931897484853029,Standard,timber,365.0,2.0,Good,unknown,Suspended,-1.930371,29.779313,3.9,65.0
106,1009313,0.6086751655420432,0.39132483445795685,Standard,timber,50.0,0.0,Good,Seasonally,Suspended,-2.77142,29.529766,0.1,44.8
107,1009426,0.19736251988860934,0.8026374801113907,unknown,unknown,46.0,0.0,unknown,unknown,Suspension,-1.85109,29.666005,10.0,44.0
108,1009714,0.9998269278995113,0.00017307210048874867,Standard,timber,24.0,0.0,Good,Year Round,Suspended,-1.53328,30.1727,10.0,38.0
109,1010422,0.08336439452515554,0.9166356054748445,Standard,none,60.0,3.0,Good,Seasonally,Suspended,-2.14156,29.63501,1.0,102.0
110,1010427,0.08664007422875193,0.913359925771248,Standard,none,365.0,14.0,Fair,Never,Suspended,-2.12117,29.6109,0.6,108.0
111,1010917,0.18854335354195167,0.8114566464580483,Standard,none,16.0,3.0,Good,Never,Suspension,-1.66992,30.05585,10.0,37.0
112,1010919,0.08469426719673391,0.9153057328032661,Requires additional engineering,none,40.0,1.0,Good,Year Round,Suspension,-1.693048,30.06977,10.0,48.0
113,1011301,0.048727414833819094,0.9512725851661809,Standard,timber,365.0,0.0,Good,Year Round,Suspended,-1.91924,29.47704,10.0,50.0
114,1011310,0.04570841272915432,0.9542915872708457,Standard,none,365.0,17.0,Good,Never,Suspended,-1.9536111,29.53222,10.0,100.0
115,1012004,0.060560841187032456,0.9394391588129676,Standard,timber,80.0,1.0,Good,Never,Suspension,-1.96222,29.461388,10.0,41.0
116,1012433,0.0047165688135219425,0.9952834311864781,Standard,fording and sometimes one single tree,112.0,0.0,Fair,Never,Suspended,-2.062615,29.67597263,10.0,73.0
117,1012548,0.12983038911286768,0.8701696108871324,Standard,wading/fording,90.0,2.0,unknown,Year Round,Suspension,-2.18748,29.81693,0.2,35.0
118,1012550,0.33694794830853353,0.6630520516914664,Standard,none,60.0,0.0,Good,Never,Suspension,-1.6897222,29.80888,10.0,35.0
119,1012800,0.984425233993603,0.015574766006397017,Standard,none,8.0,7.0,Good,Year Round,Suspension,-1.62147,29.96712,10.0,46.0
120,1012807,0.29605618996030697,0.7039438100396931,Standard,stones,3.0,0.0,Fair,Seasonally,Suspended,-1.91078,29.77379,10.0,60.0
121,1012809,0.38579494875672427,0.6142050512432757,Standard,none,10.0,4.0,Fair,Seasonally,Suspended,-1.92495,29.78201,10.0,147.0
122,1012810,0.19464270642613565,0.8053572935738644,Standard,stones,15.0,0.0,Fair,Never,Suspension,-1.93662,29.73471,10.0,35.0
123,1012811,0.6221602517627575,0.3778397482372426,Standard,timber,36.0,1.0,Fair,Seasonally,Suspension,-1.696388,29.273055,10.0,42.0
124,1012815,0.0009706796727504699,0.9990293203272496,Standard,timber,30.0,2.0,Good,Never,Suspended,-1.9955,29.3925,10.0,45.0
125,1012816,0.011526934611573173,0.9884730653884268,Standard,timber,30.0,2.0,Good,Seasonally,Suspended,-2.34152,29.466329,0.5,65.0
126,1012820,0.03347500741003659,0.9665249925899635,Standard,timber,25.0,3.0,Fair,Seasonally,Suspended,-2.332691,29.466929,4.5,46.0
127,1012823,0.07876195385299696,0.9212380461470031,Standard,none,120.0,2.0,Fair,Seasonally,Suspension,-2.014133,29.614267,10.0,45.0
128,1012830,0.31013007794770975,0.6898699220522903,Standard,none,60.0,0.0,Fair,Never,Suspended,-2.33542,29.67251,0.2,55.0
129,1012831,0.33744092954541854,0.6625590704545814,Standard,none,60.0,2.0,Good,Never,Suspended,-2.31422,29.69336,0.4,44.0
130,1012947,0.07339654337154253,0.9266034566284576,Standard,none,20.0,0.0,Fair,Seasonally,Suspended,-1.95197033,29.77510744,10.0,30.0
131,1012948,0.0038418333598243476,0.9961581666401756,Standard,"wading, fording",60.0,2.0,Fair,Year Round,Suspended,-1.984992,29.73314,3.2,45.0
132,1012952,0.00136069543362338,0.9986393045663766,Standard,none,70.0,1.0,Fair,Never,Suspension,-2.04202456,29.7725994,10.0,45.0
133,1012956,0.03570993238529757,0.9642900676147024,Standard,none,48.0,0.0,Fair,Never,Suspended,-1.77785489,29.67587526,10.0,45.0
134,1012980,0.008674005999463998,0.991325994000536,Standard,timber,25.0,1.0,Good,Never,Suspension,-2.346276,29.420032,0.0,48.0
135,1012983,0.014584316971214704,0.9854156830287852,Standard,timber,20.0,0.0,Good,Never,Suspended,-2.345908,29.409702,1.5,35.0
136,1012984,0.08821171491747563,0.9117882850825243,Standard,none,90.0,5.0,Good,Never,Suspended,-2.276669,29.411297,0.3,68.0
137,1013011,0.24737601165492334,0.7526239883450766,Standard,none,60.0,0.0,Good,Year Round,Suspended,-2.30024,29.6845,0.4,44.0
138,1013025,0.09736185999248245,0.9026381400075176,Standard,none,90.0,0.0,Fair,Never,Suspension,-1.67321,29.57457,10.0,41.0
139,1013029,0.9425140246905477,0.05748597530945226,Standard,timber,44.0,3.0,Good,Never,Suspended,-1.67069,29.46836,10.0,59.0
140,1013214,0.008776066692894012,0.991223933307106,Standard,timber,45.0,6.0,Good,Seasonally,Suspended,-2.55117833,29.51450333,0.9,56.4
141,1013220,0.046266340041341496,0.9537336599586584,Standard,none,48.0,15.0,Nonexistent,Seasonally,Suspension,-2.52459333,29.54972333,3.1,50.6
142,1013222,0.9555370976099357,0.04446290239006441,Standard,timber,84.0,1.0,Fair,Never,Suspension,-1.55473,29.83253,10.0,45.0
143,1013225,0.06616354705447115,0.9338364529455289,Standard,none,90.0,3.0,Nonexistent,Seasonally,Suspended,-2.51053167,29.53582167,0.0,42.0
144,1013226,0.11171083161342668,0.8882891683865733,Standard,none,150.0,6.0,Good,Seasonally,Suspension,-2.51784,29.58812833,0.0,42.8
145,1013231,0.17737943046493318,0.8226205695350668,Standard,none,40.0,2.0,Good,Seasonally,Suspension,2.495585,29.58301667,0.1,24.4
146,1013233,0.9822318545852635,0.01776814541473647,Standard,timber,60.0,0.0,Good,Never,Suspended,-1.60834,29.8911,10.0,59.0
147,1013256,0.049911992657617775,0.9500880073423822,Standard,none,90.0,5.0,Fair,Never,Suspended,-1.83836538,29.68433685,10.0,53.0
148,1013263,0.017730035058710934,0.982269964941289,Standard,none,21.0,0.0,Fair,Never,Suspended,-2.00393039,29.67555126,10.0,33.0
149,1013273,0.41593331442064285,0.5840666855793571,Standard,none,120.0,5.0,Good,Never,Suspended,-2.30577,29.79548,0.2,32.0
150,1013275,0.4557340489241783,0.5442659510758218,Standard,none,90.0,1.0,Good,Year Round,Suspension,-2.2794,29.8712,0.8,42.0
151,1013281,0.023466538593803658,0.9765334614061963,Standard,none,25.0,1.0,Good,Never,Suspension,-2.363741,29.544103,0.9,40.0
152,1013289,0.0255248380227195,0.9744751619772805,Requires additional engineering,none,70.0,0.0,Fair,Never,Suspension,-2.310138,29.602603,0.1,115.0
153,1013349,0.035915823671163236,0.9640841763288367,Standard,timber,88.0,1.0,Fair,Seasonally,Suspension,-1.98365945,29.65245312,10.0,38.0
154,1013350,0.031264309623970574,0.9687356903760295,Standard,none,90.0,10.0,Fair,Never,Suspension,-1.97717889,29.67449787,10.0,34.0
155,1013364,0.07672616995132002,0.9232738300486799,Standard,timber,120.0,1.0,Fair,Never,Suspended,-1.70127,29.55681,10.0,43.0
156,1013374,0.978582232175123,0.021417767824876983,Standard,none,60.0,0.0,Good,Seasonally,Suspended,-1.66137,29.50069,10.0,45.0
157,1013377,0.9852451477006161,0.014754852299383916,Standard,none,44.0,0.0,Good,Year Round,Suspension,-1.62689,29.48884,10.0,51.0
158,1013378,0.7187780764878674,0.2812219235121325,Standard,bridge in cement,60.0,0.0,Good,Year Round,Suspended,-1.65625,29.42217,10.0,45.0
159,1013392,0.9351780860399421,0.06482191396005786,Standard,timber,90.0,0.0,Good,Never,Suspended,-1.65549,29.51862,10.0,35.0
160,1013422,0.026917497018146518,0.9730825029818535,Standard,timber,50.0,0.0,Good,Seasonally,Suspended,-2.41763333,29.555675,1.7,69.4
161,1013451,0.08430684254973704,0.9156931574502629,Standard,none,78.0,2.0,Good,Seasonally,Suspension,-2.02839,29.57274,10.0,52.0
162,1013452,0.08232835405077407,0.9176716459492259,Standard,none,75.0,4.0,Good,Seasonally,Suspended,-1.98911,29.60512,10.0,60.0
163,1013455,0.14203036799663987,0.8579696320033601,Standard,none,75.0,4.0,Good,Never,Suspension,-2.00323,29.5765,10.0,35.0
164,1013461,0.28572239231664703,0.7142776076833529,Standard,timber,90.0,20.0,Fair,Never,Suspended,-1.94216,29.55835,10.0,40.0
165,1013465,0.31205987237442867,0.6879401276255714,Standard,timber,25.0,1.0,Good,Seasonally,Suspended,-1.492419,29.573354,0.1,40.0
166,1013476,0.010044374162703974,0.989955625837296,Standard,none,60.0,1.0,Nonexistent,unknown,Suspended,-1.454949,29.616916,1.0,60.0
167,1013477,0.0110752225462984,0.9889247774537016,Standard,none,60.0,2.0,Good,Never,Suspended,-1.446965,29.616203,0.3,50.0
168,1013479,0.5671841401529534,0.4328158598470466,Standard,timber,45.0,0.0,Good,Never,Suspended,-1.475588,29.531147,10.0,38.0
169,1013491,0.005696233932808384,0.9943037660671916,Standard,none,35.0,2.0,Good,Year Round,Suspension,-1.43466,29.6722,10.0,47.0
170,1013496,0.5718371001066737,0.42816289989332634,Standard,none,75.0,0.0,Fair,Never,Suspended,-1.33001,29.82555,10.0,35.0
171,1013539,0.29205067912894733,0.7079493208710527,Standard,none,90.0,3.0,Fair,Never,Suspension,-1.74082,29.53777,10.0,100.0
172,1013542,0.26384578429935707,0.736154215700643,Standard,none,115.0,15.0,Fair,Never,Suspension,-2.13809,29.4254,10.0,34.0
173,1013547,0.05212807338344542,0.9478719266165545,Standard,none,80.0,0.0,Fair,Never,Suspended,-1.77412,29.57416,10.0,36.0
174,1013555,0.3321860602799007,0.6678139397200993,Standard,none,86.0,0.0,Fair,Never,Suspension,-2.09757,29.4337,10.0,35.0
175,1013561,0.17327835046627288,0.8267216495337272,Standard,timber,60.0,3.0,Fair,Never,Suspended,-2.293363,29.238419,1.9,47.0
176,1013576,0.11175291077229567,0.8882470892277043,Standard,none,100.0,20.0,Good,Never,Suspension,-2.51384,29.88201,0.6,32.0
177,1013583,0.039247581400122904,0.960752418599877,Standard,walking through the river,270.0,0.0,Fair,Seasonally,Suspended,-2.396316,29.577776,0.3,60.0
178,1013626,0.3780650305553786,0.6219349694446213,Standard,timber,28.0,0.0,Good,Never,Suspended,-1.7628,29.30777,10.0,66.8
179,1013628,0.3254438748081839,0.6745561251918162,Standard,none,365.0,0.0,Good,Year Round,Suspension,-1.69922,29.63391,10.0,69.6
180,1013632,0.01914470507156712,0.9808552949284328,Standard,timber,365.0,2.0,Good,Never,Suspended,-1.93229,29.36963,10.0,60.0
181,1013639,0.26757980149630384,0.7324201985036962,Standard,timber,28.0,2.0,Good,Never,Suspended,-1.80495,29.30452,10.0,60.0
182,1013642,0.17645581976884914,0.8235441802311508,Standard,none,28.0,0.0,Good,Never,Suspended,-1.8011,29.31405,10.0,55.0
183,1013645,0.0004855948832647219,0.9995144051167353,Standard,timber,28.0,1.0,Good,Never,Suspension,-1.99666,29.3952777,10.0,98.0
184,1013646,0.0005540909371174684,0.9994459090628826,Standard,none,28.0,0.0,Good,Never,Suspended,-1.9775,29.381944,10.0,53.0
185,1013647,0.0005540909371174684,0.9994459090628826,Standard,none,20.0,0.0,Good,Never,Suspended,-1.9752777,29.381944,10.0,53.4
186,1013648,0.004495759546942522,0.9955042404530575,Standard,timber,28.0,5.0,Good,Never,Suspended,-1.83944,29.3222,10.0,48.0
187,1013654,0.022935555711942817,0.9770644442880572,Standard,none,365.0,0.0,Good,Never,Suspended,-1.85437,29.28597,10.0,100.0
188,1013661,0.020957000857389163,0.9790429991426108,Standard,none,365.0,0.0,Good,Never,Suspension,-2.03972,29.41906,10.0,45.0
189,1013663,0.7158416654591562,0.28415833454084377,Standard,timber,365.0,1.0,Good,Never,Suspended,1.87696,29.3724,10.0,56.5
190,1013668,0.34550793317686174,0.6544920668231382,Standard,timber,36.0,0.0,Good,Year Round,Suspension,-1.61697,29.79172,10.0,90.0
191,1013670,0.4349721555343753,0.5650278444656247,Standard,none,26.0,0.0,Good,Year Round,Suspension,-1.63647,29.78962,10.0,60.0
192,1013672,0.365304540976038,0.634695459023962,Standard,none,46.0,1.0,Good,Year Round,Suspended,-1.62126,29.78084,10.0,83.0
193,1013673,0.4129196455918544,0.5870803544081455,Standard,timber,36.0,0.0,Good,Year Round,Suspended,-1.65647,29.79743,10.0,45.0
194,1013680,0.020925721819039615,0.9790742781809604,Standard,timber,365.0,0.0,Good,Never,Suspended,-1.94498,29.34985,10.0,57.2
195,1013683,0.13544846927107335,0.8645515307289265,Standard,timber,40.0,1.0,Good,Never,Suspension,-1.61152,29.70026,10.0,91.0
196,1013687,0.14600494163799846,0.8539950583620016,Standard,timber,36.0,0.0,Good,Seasonally,Suspension,-1.63957,29.71774,10.0,92.0
197,1013717,0.08542819754533335,0.9145718024546666,Standard,timber,20.0,0.0,Good,Never,Suspended,-2.224749,29.291024,4.5,70.0
198,1013718,0.046795885180886516,0.9532041148191135,Standard,none,148.0,1.0,Nonexistent,Never,Suspended,-2.15214,29.41315,10.0,36.0
199,1013719,0.02272735207224356,0.9772726479277564,Standard,none,79.0,4.0,Good,Never,Suspended,-2.18978,29.42021,10.0,30.0
200,1013721,0.08542819754533335,0.9145718024546666,Standard,none,45.0,1.0,Good,Never,Suspended,-2.216938,29.283485,3.3,75.0
