,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
1013231,1014374,1014336,1013642,1013787,1013761,1013231,1007468,1014319,1007342,1014562,1013571,1013806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013233,1013233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013256,1013913,1013257,1013879,1013749,1013730,1010846,1013256,1010845,1013258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013263,1014140,1007493,1014154,1007659,1013978,1013263,1013973,1013662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013273,1013673,1012549,1013603,1013669,1013276,1013253,1013015,1007549,1013677,1014338,1013483,1013273,1013614,1012834,1014116,1007572,1007530,1014083,1013736,1013008,1007531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013275,1014314,1014346,1007553,1013885,1014333,1013275,1007473,1013339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013281,1013419,1014155,1013424,1014064,1013775,1014107,1013413,1013420,1013414,1013423,1013281,1013773,1013996,1007505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013289,1007471,1012457,1013289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013349,1013492,1013349,1013728,1013489,1014077,1013305,1013878,1014067,1014079,1014066,1014324,1014078,1013390,1014073,1012956,1014076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013350,1014125,1014294,1014292,1013350,1007370,1013891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013364,1007509,1007412,1013921,1013912,1013364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013374,1007439,1013374,1013366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013377,1012798,1013377,1014051,1013236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013378,1013707,1013378,1013466,1013663,1014288,1014441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013392,1013392,1013391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013422,1013422,1013901,1007383,1012818,1007481,1013725,1014053,1007488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013451,1010919,1013802,1013241,1007348,1013717,1010422,1013721,1007538,1010908,1013451,1013500,1013459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013452,1013450,1013716,1007348,1011307,1010422,1007538,1013452,1013898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013455,1014322,1013455,1013574,1014124,1014594,1013796,1013798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013461,1007517,1013678,1013903,1013340,1007404,1013007,1013268,1007469,1013702,1013461,1013692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013465,1014304,1013465,1007565,1013005,1014563,1014607,1013006,1012830,1007571,1007523,1013722,1013877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013476,1013215,1013864,1013476,1013217,1012997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013477,1013900,1013477,1013899,1013902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013479,1007334,1013421,1014310,1007395,1013704,1013471,1013496,1013479,1014329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013491,1007612,1013491,1012994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013496,1007334,1013421,1014310,1013471,1013496,1007327,1013479,1014329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013539,1014497,1012807,1014036,1013539,1013340,1013268,1013007,1007469,1007335,1013692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013542,1013801,1013611,1013333,1013639,1013542,1013689,1013671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013547,1014420,1009710,1014119,1013629,1014413,1014533,1014604,1013547,1010847,1014414,1014602,1014412,1007545,1013541,1014410,1013759,1014532,1014411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013555,1013003,1013004,1013271,1012831,1007584,1013010,1013883,1014270,1014152,1012550,1009553,1013904,1014048,1013555,1007557,1013545,1013886,1013888,1014114,1014539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013561,1014374,1014540,1012380,1013642,1013416,1014562,1007342,1013571,1013561,1012958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013576,1013287,1013288,1010405,1014438,1007652,1013576,1013226,1007653,1007345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013583,1013384,1013286,1015693,1013583,1007507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013626,1013626,1013625,1007680,1013290,1014074,1014159,1014345,1014122,1007424,1014121,1013274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013628,1013003,1013004,1013553,1007898,1009280,1007584,1010842,1013010,1013628,1009553,1013330,1014334,1014332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013632,1013976,1014142,1007357,1014108,1014156,1014139,1013994,1013632,1007595,1014166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013639,1013801,1014150,1013639,1013333,1014080,1014034,1014613,1014161,1014081,1013542,1013689,1013638,1013671,1007522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013642,1014374,1014540,1014336,1013642,1013787,1013761,1013231,1014319,1014562,1007342,1013571,1013561,1013806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013645,1012812,1007676,1013645,1012987,1012988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013646,1013647,1013646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013647,1013647,1013646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013648,1013648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013654,1013654,1013719,1014064,1014105,1013413,1013774,1014143,1013720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013661,1014055,1014017,1013463,1014016,1014165,1012982,1013661,1007491,1013680,1007484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013663,1013707,1013378,1013466,1013663,1013381,1014288,1014441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013668,1012833,1013252,1014318,1013020,1013013,1013620,1014112,1013014,1014320,1012701,1007401,1014033,1013668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013670,1013321,1007551,1013472,1010574,1013548,1014272,1014309,1014330,1013670,1013667,1007360,1009329,1007558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013672,1007544,1007559,1014311,1014375,1007541,1013672,1013690,1014159,1007897,1014122,1007575,1013274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013673,1013673,1007540,1012549,1013603,1013669,1013009,1013253,1013015,1007549,1013677,1013483,1013273,1013614,1014316,1012834,1014116,1007572,1014275,1007530,1014083,1013736,1013008,1007531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013680,1014055,1014017,1013463,1014016,1014165,1012982,1013661,1007491,1013680,1007484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013683,1013683,1013580,1013686,1013575,1013685,1013026,1013022,1007391,1013021,1013778,1013315,1013278,1013805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013687,1013687,1013504,1013502,1014322,1014124,1007498,1024587,1014373,1013795,1013331,1014594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013717,1010919,1012547,1013802,1013880,1013241,1007348,1013425,1013717,1010908,1010427,1013721,1013451,1013500,1013459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013718,1007590,1013218,1007520,1007555,1012986,1013718,1013703,1013748,1007539,1013220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013719,1013654,1013719,1014064,1014105,1013413,1013774,1014143,1013892,1013720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013721,1010919,1012547,1013802,1013880,1013241,1007348,1013425,1013717,1010908,1010427,1013721,1013451,1013500,1013459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013736,1013673,1012493,1007540,1012549,1013603,1013669,1013009,1013253,1013015,1007549,1013677,1013483,1013273,1013614,1014316,1014116,1007572,1014275,1013736,1013008,1007531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013737,1013737,1014565,1013839,1014042,1014004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013747,1010580,1007395,1013747,1013704,1009071,1014289,1013272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013761,1007378,1007377,1014336,1013642,1013787,1013761,1013231,1007468,1014319,1013510,1013571,1013806,1010579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013762,1013746,1011331,1013454,1013750,1013797,1013732,1012981,1013284,1010843,1013762,1014614,1014321,1013893,1013871,1007500,1013577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013773,1013419,1014155,1013424,1014064,1013775,1013413,1013420,1013414,1013423,1013773,1013996,1013281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013774,1013654,1013719,1014064,1014105,1013413,1013774,1014143,1013892,1013720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013776,1012980,1013777,1013214,1013776,1012995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013786,1013786,1013784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013792,1014304,1007563,1013792,1013569,1007441,1013005,1014039,1014335,1013457,1007537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013805,1013683,1013580,1013686,1013575,1013685,1013026,1013022,1007391,1013021,1013778,1013315,1013278,1013805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013806,1014374,1014336,1013642,1013787,1013761,1013231,1007468,1014319,1007342,1014562,1013571,1013806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013873,1007599,1013758,1013873,1013682,1013579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013886,1012550,1009553,1013545,1012701,1013888,1013004,1013271,1007584,1014270,1013555,1013003,1012831,1014152,1013904,1007557,1013886,1014033,1013883,1014114,1014048,1014539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013892,1013719,1014105,1013774,1014143,1013892,1013720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013898,1013450,1013716,1007423,1013799,1007497,1011307,1013452,1013898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014006,1007378,1014538,1007377,1007426,1013332,1014006,1013510,1014331,1010579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014011,1014011,1007654,1013979,1013988,1014131,1013987,1014104,1013984,1013971,1014020,1014301,1007663,1014097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014027,1014027,1013367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014038,1013509,1014009,1013313,1013314,1013337,1013503,1014038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014039,1014304,1007563,1013792,1013569,1007565,1007441,1013005,1014039,1014335,1012830,1013457,1007537,1007571,1013877,1013722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014054,1013309,1014065,1013810,1013812,1007343,1013505,1014054,1013699,1007621,1007642,1007574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014059,1013507,1007427,1013640,1013011,1014059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014061,1014061,1013865,1007570,1012820,1014291,1014290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014063,1014069,1013752,1014120,1013756,1007483,1014450,1014280,1014063,1007350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014064,1013654,1013419,1013996,1014155,1013719,1014064,1013424,1013775,1013413,1013774,1013420,1013414,1014143,1013773,1013720,1013281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014065,1013309,1013613,1014065,1013658,1007343,1013505,1014054,1013699,1007621,1007642,1007574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014066,1013492,1013349,1013728,1013489,1014077,1013305,1013878,1014067,1014079,1014066,1014324,1014078,1013390,1014073,1012956,1014076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014067,1013492,1013349,1013489,1014077,1014324,1014067,1014079,1014066,1014076,1014078,1013728,1014073,1007645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014068,1015561,1013508,1013277,1014068,1013506,1014327,1014595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014072,1014072,1014605,1014608,1007352,1013497,1014612,1013601,1013905,1009426,1012699,1013679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014076,1013492,1013349,1013728,1013489,1014077,1013305,1013878,1014067,1014079,1014066,1014324,1014078,1013390,1014073,1012956,1014076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014083,1007530,1013673,1014338,1014158,1012834,1014083,1013015,1013483,1013273,1012549,1013008,1013603,1007531,1013276,1013669,1014116,1013840,1013253,1007549,1013677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014091,1012480,1013311,1014167,1014102,1014087,1014099,1014008,1007660,1014098,1014091,1014168,1014088,1014094,1007661,1013474,1014100,1014169,1012983,1013992,1014095,1007662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014094,1012480,1013311,1014167,1014102,1014087,1014086,1014099,1014023,1014098,1014091,1013989,1014088,1014094,1007661,1014025,1013474,1014022,1014024,1013216,1014093,1014084,1012983,1013992,1014283,1014095,1007662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014095,1012480,1013311,1014167,1014102,1014087,1014086,1014099,1014023,1014098,1014091,1013989,1014088,1014094,1007661,1014025,1013474,1014022,1013986,1014024,1013216,1014093,1014084,1012983,1013992,1014283,1014095,1007662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014099,1012480,1013311,1014167,1014102,1014087,1014099,1014098,1014091,1014168,1014088,1014094,1007661,1013474,1014100,1014169,1014024,1014093,1012983,1013992,1014095,1007662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014104,1014011,1007635,1014021,1014085,1014103,1014104,1013984,1013971,1014020,1014301,1014097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014119,1014420,1009710,1014119,1014533,1014413,1014604,1013547,1010847,1014414,1007594,1014602,1007545,1013541,1014410,1014532,1014411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014129,1009707,1014129,1013507,1007420,1013640,1013011,1013794,1013599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014134,1013884,1014134,1014328,1013336,1013283,1013882,1014373,1007547,1014325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014138,1011303,1014277,1014276,1014138,1011304,1014295,1014113,1012004,1011313,1013380,1010844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014149,1013460,1013417,1007495,1014149,1013791,1013789,1013573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014150,1012832,1013543,1014150,1013639,1014080,1007338,1013544,1014034,1014613,1014161,1014081,1013638,1007522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014152,1012550,1009553,1013545,1012701,1013888,1013004,1013271,1007584,1014270,1013555,1013003,1012831,1014152,1013904,1007557,1013886,1014033,1013883,1014114,1014048,1014539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014158,1007530,1014338,1013321,1014158,1007551,1013548,1012834,1014083,1014309,1014330,1013276,1009329,1013840,1007558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014283,1022230,1014167,1014087,1014109,1014086,1014023,1014098,1014092,1013989,1014088,1014094,1014025,1013474,1010915,1014022,1013986,1014024,1013216,1014093,1014084,1012983,1014283,1014095,1014019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014290,1014061,1013363,1013865,1013386,1013385,1012820,1014291,1012990,1014290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014292,1014294,1014292,1013350,1007370,1013891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014293,1014293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014310,1007334,1013421,1014310,1007395,1013471,1013496,1007327,1013479,1014329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014312,1007449,1014312,1014380,1007603,1013835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014318,1012833,1009311,1014318,1013020,1013012,1013013,1013620,1014320,1013014,1013002,1007401,1013668,RW127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014322,1013687,1013504,1013502,1014322,1014124,1007498,1013455,1024587,1013795,1013331,1014594,1013796,1013798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014330,1014338,1013321,1014158,1007551,1013472,1014272,1013548,1014309,1014330,1013670,1013667,1007360,1009329,1013840,1007558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014335,1014304,1007563,1013792,1013569,1007441,1013005,1014039,1014335,1013457,1007537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014374,1014374,1014540,1014336,1013642,1013231,1014562,1007342,1013571,1013561,1013806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014375,1007544,1007559,1014311,1014375,1007541,1013672,1013690,1014159,1007897,1014122,1007575,1013274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014376,1014376,1013876,1014476,1007605,1014046,1014258,1007376,1014467,1013484,1007332,1013550,1013755,1014285,1014340,1014480,1012811,1007379,1014466,1014475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014406,1014404,1014406,1007455,1014403,1014402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014554,1014485,1014464,1014479,1014474,1014487,1014422,1014377,1014435,1014486,1014382,1014554,1014484,1014481,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1013019,1014363,1007629,1014556,1007417,1014425,1007414,1014427,1014470,1014462,1014368,1014473,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,,,
1014555,1014485,1014464,1014431,1014474,1014479,1014487,1014422,1014377,1014435,1014486,1014382,1014434,1014554,1014484,1014481,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1013019,1014363,1007629,1014556,1007417,1014425,1007414,1014427,1014470,1014368,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,,,
1014556,1014485,1014464,1014431,1014474,1014479,1014487,1014422,1014377,1014435,1014486,1014382,1014434,1014554,1014484,1014481,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1013019,1014363,1007629,1014556,1007417,1014425,1007414,1014427,1014470,1014368,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,,,
1022230,1014023,1014025,1022230,1013216,1013990,1014084,1014089,1014283,1010915,1007651,1013991,1014086,1014092,1014109,1014022,1013986,1014019,1013989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022231,1022231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022387,1014599,1014463,1013828,1022386,1022387,1022388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022388,1014599,1014463,1013828,1022386,1022387,1022388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023609,1007590,1014010,1007555,1013387,1011310,1023609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007380,1007570,1013305,1013878,1007380,1013390,1012956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007425,1014605,1010578,1013714,1009296,1007344,1007428,1014612,1007425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007651,1022230,1013990,1014089,1010915,1007651,1013991,1014092,1014109,1014021,1013986,1014019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013215,1013215,1013612,1013476,1013217,1012997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013339,1014314,1014346,1007553,1013885,1014333,1013275,1007579,1007473,1013339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013459,1010919,1012547,1013802,1013880,1013241,1007348,1013425,1013717,1010908,1010427,1013721,1013451,1013500,1013459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013460,1013460,1013573,1013417,1012380,1014149,1007495,1013791,1013416,1013789,1012958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013568,1011305,1013643,1013568,1007678,1014603,1011306,1013644,1007593,1012700,1013809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013692,1007517,1014036,1013678,1013539,1013903,1013340,1013268,1013007,1007469,1013702,1013461,1013692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013777,1012980,1013777,1013214,1013776,1012995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013867,1013551,1013867,1013552,1014269,1007515,1007339,1010583,1007899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013894,1013890,1013636,1013894,1013968,1014117,1013641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013895,1012947,1013887,1013920,1013219,1013923,1013915,1013221,1013415,1013895,1007354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013899,1013900,1013477,1013899,1013902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
